Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
51377-55050,RB,Christian,Christian McCaffrey,McCaffrey,12.44999981,4,9500,CAR@KC,CAR,KC,IR,Ankle,
51377-57439,QB,Patrick,Patrick Mahomes,Mahomes,26.01250076,8,9300,CAR@KC,KC,CAR,,,
51377-54140,RB,Dalvin,Dalvin Cook,Cook,25.81666565,6,9300,DET@MIN,MIN,DET,,,
51377-22015,QB,Russell,Russell Wilson,Wilson,30.29142761,7,9000,SEA@BUF,SEA,BUF,,,
51377-39280,RB,Derrick,Derrick Henry,Henry,19.80000087,7,8900,CHI@TEN,TEN,CHI,,,
51377-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,16.41428593,7,8800,MIA@ARI,ARI,MIA,,,
51377-63484,QB,Kyler,Kyler Murray,Murray,28.94000026,7,8600,MIA@ARI,ARI,MIA,,,
51377-53681,WR,Tyreek,Tyreek Hill,Hill,15.57499981,8,8300,CAR@KC,KC,CAR,,,
51377-54879,QB,Deshaun,Deshaun Watson,Watson,22.78571429,7,8300,HOU@JAC,HOU,JAC,,,
51377-40687,RB,James,James Conner,Conner,14.47142901,7,8200,PIT@DAL,PIT,DAL,,,
51377-62239,QB,Josh,Josh Allen,Allen,23.07250023,8,8200,SEA@BUF,BUF,SEA,,,
51377-14190,WR,Julio,Julio Jones,Jones,14.90000025,6,8200,DEN@ATL,ATL,DEN,,,
51377-73048,WR,DK,DK Metcalf,Metcalf,18,7,8100,SEA@BUF,SEA,BUF,,,
51377-63115,QB,Lamar,Lamar Jackson,Jackson,20.68857247,7,8100,BAL@IND,BAL,IND,,,
51377-64555,WR,Calvin,Calvin Ridley,Ridley,15.82499981,8,8000,DEN@ATL,ATL,DEN,Q,Foot,
51377-33076,TE,Travis,Travis Kelce,Kelce,14.875,8,8000,CAR@KC,KC,CAR,,,
51377-38791,RB,Ezekiel,Ezekiel Elliott,Elliott,15.13749981,8,8000,PIT@DAL,DAL,PIT,Q,Hamstring,
51377-69189,QB,Justin,Justin Herbert,Herbert,25.33333333,6,7900,LV@LAC,LAC,LV,,,
51377-30635,RB,Mike,Mike Davis,Davis,14.34285736,7,7800,CAR@KC,CAR,KC,,,
51377-72731,RB,Josh,Josh Jacobs,Jacobs,14.5,7,7700,LV@LAC,LV,LAC,Q,Knee,
51377-6589,QB,Ben,Ben Roethlisberger,Roethlisberger,17.67428589,7,7700,PIT@DAL,PIT,DAL,,,
51377-39716,WR,Adam,Adam Thielen,Thielen,15.31428528,7,7700,DET@MIN,MIN,DET,,,
51377-72846,WR,A.J.,A.J. Brown,Brown,15.81999969,5,7600,CHI@TEN,TEN,CHI,,,
51377-6616,QB,Matt,Matt Ryan,Ryan,19.28499985,8,7600,DEN@ATL,ATL,DEN,,,
51377-25079,WR,Stefon,Stefon Diggs,Diggs,14.3125,8,7600,SEA@BUF,BUF,SEA,,,
51377-64119,RB,Chris,Chris Carson,Carson,15.66666667,6,7600,SEA@BUF,SEA,BUF,O,Foot,
51377-6654,QB,Matthew,Matthew Stafford,Stafford,18.76285662,7,7500,DET@MIN,DET,MIN,IR,Undisclosed,
51377-29253,WR,Keenan,Keenan Allen,Allen,13.90000044,7,7500,LV@LAC,LAC,LV,,,
51377-27050,WR,Tyler,Tyler Lockett,Lockett,17.71428571,7,7400,SEA@BUF,SEA,BUF,,,
51377-21948,QB,Ryan,Ryan Tannehill,Tannehill,22.08857073,7,7400,CHI@TEN,TEN,CHI,,,
51377-130288,RB,James,James Robinson,Robinson,17.15714264,7,7300,HOU@JAC,JAC,HOU,,,
51377-33259,QB,Teddy,Teddy Bridgewater,Bridgewater,17.04249954,8,7300,CAR@KC,CAR,KC,,,
51377-54244,WR,Kenny,Kenny Golladay,Golladay,11.15999985,5,7300,DET@MIN,DET,MIN,O,Hip,
51377-64051,QB,Drew,Drew Lock,Lock,10.63600006,5,7200,DEN@ATL,DEN,ATL,,,
51377-56250,WR,Terry,Terry McLaurin,McLaurin,13.07142857,7,7200,NYG@WAS,WAS,NYG,,,
51377-42028,WR,Will,Will Fuller V,Fuller V,13.5,7,7100,HOU@JAC,HOU,JAC,,,
51377-22038,QB,Kirk,Kirk Cousins,Cousins,16.12857165,7,7100,DET@MIN,MIN,DET,,,
51377-31001,WR,Amari,Amari Cooper,Cooper,12.51249981,8,7000,PIT@DAL,DAL,PIT,,,
51377-61798,QB,Gardner,Gardner Minshew II,Minshew II,19.41428484,7,7000,HOU@JAC,JAC,HOU,O,Thumb,
51377-63043,WR,DJ,DJ Moore,Moore,12.08749962,8,7000,CAR@KC,CAR,KC,,,
51377-85741,RB,Clyde,Clyde Edwards-Helaire,Edwards-Helaire,12.76249981,8,7000,CAR@KC,KC,CAR,,,
51377-45859,QB,Derek,Derek Carr,Carr,18.41142927,7,7000,LV@LAC,LV,LAC,,,
51377-63519,QB,Daniel,Daniel Jones,Jones,13.90499973,8,6900,NYG@WAS,NYG,WAS,,,
51377-30447,RB,Todd,Todd Gurley II,Gurley II,14.41250038,8,6900,DEN@ATL,ATL,DEN,,,
51377-7968,QB,Philip,Philip Rivers,Rivers,15.45714242,7,6900,BAL@IND,IND,BAL,,,
51377-28643,WR,Allen,Allen Robinson II,Robinson II,13.25,8,6900,CHI@TEN,CHI,TEN,,,
51377-62497,RB,David,David Johnson,Johnson,12.18571472,7,6800,HOU@JAC,HOU,JAC,,,
51377-22027,QB,Nick,Nick Foles,Foles,14.55666606,6,6800,CHI@TEN,CHI,TEN,,,
51377-85671,WR,Justin,Justin Jefferson,Jefferson,13.11428615,7,6800,DET@MIN,MIN,DET,,,
51377-53095,QB,Kyle,Kyle Allen,Allen,14.50666682,3,6800,NYG@WAS,WAS,NYG,,,
51377-83081,RB,Chase,Chase Edmonds,Edmonds,10.11428615,7,6700,MIA@ARI,ARI,MIA,,,
51377-90572,QB,Tua,Tua Tagovailoa,Tagovailoa,2.460000038,3,6700,MIA@ARI,MIA,ARI,,,
51377-52436,TE,Mark,Mark Andrews,Andrews,9.857142857,7,6600,BAL@IND,BAL,IND,,,
51377-28900,RB,Melvin,Melvin Gordon III,Gordon III,11.25714329,7,6600,DEN@ATL,DEN,ATL,,,
51377-26251,WR,Robby,Robby Anderson,Anderson,12.57499981,8,6600,CAR@KC,CAR,KC,,,
51377-14225,QB,Andy,Andy Dalton,Dalton,4.769999981,4,6600,PIT@DAL,DAL,PIT,IR,Illness,
51377-63469,QB,Ben,Ben DiNucci,DiNucci,2.320000013,3,6600,PIT@DAL,DAL,PIT,,,
51377-80001,RB,Austin,Austin Ekeler,Ekeler,10.74000015,5,6500,LV@LAC,LAC,LV,IR,Hamstring,
51377-55987,WR,JuJu,JuJu Smith-Schuster,Smith-Schuster,10.58571407,7,6500,PIT@DAL,PIT,DAL,,,
51377-52929,QB,Jake,Jake Luton,Luton,0,2,6500,HOU@JAC,JAC,HOU,,,
51377-25410,QB,Mike,Mike Glennon,Glennon,0,2,6500,HOU@JAC,JAC,HOU,,,
51377-25011,TE,Darren,Darren Waller,Waller,10.81428528,7,6400,LV@LAC,LV,LAC,,,
51377-73183,QB,Dwayne,Dwayne Haskins Jr.,Haskins Jr.,11.11200027,5,6400,NYG@WAS,WAS,NYG,,,
51377-7659,QB,Ryan,Ryan Fitzpatrick,Fitzpatrick,21.06666692,6,6400,MIA@ARI,MIA,ARI,,,
51377-89675,RB,Jonathan,Jonathan Taylor,Taylor,11.85714286,7,6400,BAL@IND,IND,BAL,,,
51377-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,10.01666641,6,6400,HOU@JAC,JAC,HOU,,,
51377-38628,QB,Mitchell,Mitchell Trubisky,Trubisky,8.733333588,6,6400,CHI@TEN,CHI,TEN,O,Shoulder,
51377-14377,QB,Tyrod,Tyrod Taylor,Taylor,4.510000229,2,6300,LV@LAC,LAC,LV,,,
51377-73111,WR,Chase,Chase Claypool,Claypool,13.0142855,7,6300,PIT@DAL,PIT,DAL,,,
51377-32158,QB,Garrett,Garrett Gilbert,Gilbert,0,1,6300,PIT@DAL,DAL,PIT,,,
51377-33260,WR,DeVante,DeVante Parker,Parker,9.957142421,7,6300,MIA@ARI,MIA,ARI,,,
51377-90933,RB,Antonio,Antonio Gibson,Gibson,11.90000044,7,6200,NYG@WAS,WAS,NYG,,,
51377-8005,QB,Alex,Alex Smith,Smith,0.790000021,2,6200,NYG@WAS,WAS,NYG,,,
51377-39829,WR,Mike,Mike Williams,Williams,9.71666654,6,6200,LV@LAC,LAC,LV,,,
51377-30253,QB,Jeff,Jeff Driskel,Driskel,8.020000458,4,6100,DEN@ATL,DEN,ATL,,,
51377-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,7.928571429,7,6100,DET@MIN,DET,MIN,,,
51377-61157,QB,Brett,Brett Rypien,Rypien,5.100000064,3,6100,DEN@ATL,DEN,ATL,,,
51377-29501,WR,Brandin,Brandin Cooks,Cooks,10.24285671,7,6100,HOU@JAC,HOU,JAC,,,
51377-29605,QB,Matt,Matt Barkley,Barkley,0.879999995,1,6100,SEA@BUF,BUF,SEA,,,
51377-71706,TE,T.J.,T.J. Hockenson,Hockenson,10.37142835,7,6000,DET@MIN,DET,MIN,,,
51377-24607,QB,Chad,Chad Kelly,Kelly,0,1,6000,BAL@IND,IND,BAL,,,
51377-71710,QB,Nate,Nate Stanley,Stanley,0,0,6000,DET@MIN,MIN,DET,,,
51377-30761,QB,Nathan,Nathan Peterman,Peterman,0,0,6000,LV@LAC,LV,LAC,,,
51377-69694,QB,Shea,Shea Patterson,Patterson,0,0,6000,CAR@KC,KC,CAR,,,
51377-30788,QB,Tyler,Tyler Bray,Bray,0,2,6000,CHI@TEN,CHI,TEN,,,
51377-52342,QB,Will,Will Grier,Grier,0,2,6000,CAR@KC,CAR,KC,,,
51377-71798,QB,Anthony,Anthony Gordon,Gordon,0,1,6000,SEA@BUF,SEA,BUF,,,
51377-39034,QB,Kurt,Kurt Benkert,Benkert,0,1,6000,DEN@ATL,ATL,DEN,,,
51377-63611,QB,Kyle,Kyle Shurmur,Shurmur,0,0,6000,CAR@KC,KC,CAR,,,
51377-69769,QB,Darius,Darius Bradwell,Bradwell,0,1,6000,LV@LAC,LAC,LV,,,
51377-57537,QB,DeShone,DeShone Kizer,Kizer,0,0,6000,LV@LAC,LV,LAC,,,
51377-45259,QB,Logan,Logan Woodside,Woodside,0,0,6000,CHI@TEN,TEN,CHI,,,
51377-29915,QB,Brett,Brett Hundley,Hundley,0,2,6000,MIA@ARI,ARI,MIA,,,
51377-130269,QB,Reid,Reid Sinnett,Sinnett,0,1,6000,MIA@ARI,MIA,ARI,,,
51377-54507,QB,Alex,Alex McGough,McGough,0,0,6000,HOU@JAC,HOU,JAC,,,
51377-61675,QB,Riley,Riley Neal,Neal,0,1,6000,DEN@ATL,DEN,ATL,,,
51377-11500,QB,Colt,Colt McCoy,McCoy,0,1,6000,NYG@WAS,NYG,WAS,,,
51377-30989,RB,Kenyan,Kenyan Drake,Drake,11.65714264,7,6000,MIA@ARI,ARI,MIA,O,Ankle,
51377-130337,QB,Case,Case Cookus,Cookus,0,1,6000,NYG@WAS,NYG,WAS,,,
51377-61751,QB,Josh,Josh Thomas,Thomas,0,0,6000,SEA@BUF,BUF,SEA,,,
51377-31047,QB,AJ,AJ McCarron,McCarron,8.949999809,2,6000,HOU@JAC,HOU,JAC,,,
51377-27982,QB,Jake,Jake Rudock,Rudock,0,1,6000,MIA@ARI,MIA,ARI,,,
51377-52606,QB,David,David Blough,Blough,0,1,6000,DET@MIN,DET,MIN,,,
51377-45439,WR,Corey,Corey Davis,Davis,13.88000031,5,6000,CHI@TEN,TEN,CHI,,,
51377-103824,QB,Easton,Easton Stick,Stick,-0.039999999,1,6000,LV@LAC,LAC,LV,,,
51377-70051,QB,Tyler,Tyler Huntley,Huntley,0,1,6000,BAL@IND,BAL,IND,,,
51377-60840,QB,Jake,Jake Browning,Browning,0,0,6000,DET@MIN,MIN,DET,,,
51377-21941,QB,Robert,Robert Griffin III,Griffin III,-0.135000005,4,6000,BAL@IND,BAL,IND,,,
51377-91598,RB,D'Andre,D'Andre Swift,Swift,11.07142857,7,6000,DET@MIN,DET,MIN,,,
51377-40407,QB,Josh,Josh Dobbs,Dobbs,0,1,6000,PIT@DAL,PIT,DAL,,,
51377-66008,WR,Diontae,Diontae Johnson,Johnson,7.528571538,7,6000,PIT@DAL,PIT,DAL,,,
51377-53729,QB,Mason,Mason Rudolph,Rudolph,-0.059999999,1,6000,PIT@DAL,PIT,DAL,,,
51377-62945,QB,Nick,Nick Tiano,Tiano,0,0,6000,HOU@JAC,HOU,JAC,,,
51377-91639,QB,Jake,Jake Fromm,Fromm,0,0,6000,SEA@BUF,BUF,SEA,,,
51377-34308,QB,Blake,Blake Bortles,Bortles,0,1,6000,DEN@ATL,DEN,ATL,,,
51377-6679,QB,Matt,Matt Schaub,Schaub,0,1,6000,DEN@ATL,ATL,DEN,,,
51377-30231,QB,Jacoby,Jacoby Brissett,Brissett,0.226666669,3,6000,BAL@IND,IND,BAL,,,
51377-88602,QB,Jordan,Jordan Ta'amu,Ta'amu,0,0,6000,CAR@KC,KC,CAR,,,
51377-23075,QB,Alex,Alex Tanney,Tanney,0,1,6000,NYG@WAS,NYG,WAS,,,
51377-8803,QB,Chase,Chase Daniel,Daniel,0,1,6000,DET@MIN,DET,MIN,,,
51377-61042,QB,Kendall,Kendall Hinton,Hinton,0,1,6000,DEN@ATL,DEN,ATL,,,
51377-64115,QB,Steven,Steven Montez,Montez,0,1,6000,NYG@WAS,WAS,NYG,,,
51377-95893,QB,Devlin,Devlin Hodges,Hodges,0,1,6000,PIT@DAL,PIT,DAL,,,
51377-6808,QB,Matt,Matt Moore,Moore,7.043333054,6,6000,CAR@KC,KC,CAR,,,
51377-7844,QB,Chad,Chad Henne,Henne,3.5,2,6000,CAR@KC,KC,CAR,,,
51377-44715,QB,Cooper,Cooper Rush,Rush,0,1,6000,PIT@DAL,DAL,PIT,,,
51377-29358,QB,Marcus,Marcus Mariota,Mariota,12.43142809,7,6000,LV@LAC,LV,LAC,,,
51377-33463,QB,Paxton,Paxton Lynch,Lynch,0,1,6000,PIT@DAL,PIT,DAL,,,
51377-69333,QB,Jacob,Jacob Eason,Eason,0,1,6000,BAL@IND,IND,BAL,,,
51377-29445,QB,Sean,Sean Mannion,Mannion,0.180000007,3,6000,DET@MIN,MIN,DET,,,
51377-28434,QB,Trevor,Trevor Siemian,Siemian,0.119999997,1,6000,CHI@TEN,TEN,CHI,,,
51377-41827,QB,P.J.,P.J. Walker,Walker,0.059999999,2,6000,CAR@KC,CAR,KC,,,
51377-55148,QB,Clayton,Clayton Thorson,Thorson,0,1,6000,NYG@WAS,NYG,WAS,,,
51377-38767,QB,Chris,Chris Streveler,Streveler,0.100000004,3,6000,MIA@ARI,ARI,MIA,,,
51377-26483,QB,Geno,Geno Smith,Smith,0,1,6000,SEA@BUF,SEA,BUF,,,
51377-39795,QB,Davis,Davis Webb,Webb,0,0,6000,SEA@BUF,BUF,SEA,,,
51377-38837,QB,Danny,Danny Etling,Etling,0,1,6000,SEA@BUF,SEA,BUF,,,
51377-72640,QB,Cole,Cole McDonald,McDonald,0,0,6000,CHI@TEN,TEN,CHI,,,
51377-56286,QB,Trace,Trace McSorley,McSorley,0,1,6000,BAL@IND,BAL,IND,,,
51377-31716,QB,Dak,Dak Prescott,Prescott,23.1899999,6,6000,PIT@DAL,DAL,PIT,IR,Ankle,
51377-63819,WR,Darius,Darius Slayton,Slayton,10.02499962,8,5900,NYG@WAS,NYG,WAS,,,
51377-60858,WR,Christian,Christian Kirk,Kirk,11.16666667,6,5900,MIA@ARI,ARI,MIA,,,
51377-60930,RB,Myles,Myles Gaskin,Gaskin,11.92857143,7,5900,MIA@ARI,MIA,ARI,IR,Knee - mcl,
51377-73273,RB,David,David Montgomery,Montgomery,11.46249962,8,5900,CHI@TEN,CHI,TEN,,,
51377-55165,RB,Justin,Justin Jackson,Jackson,7.819999695,5,5900,LV@LAC,LAC,LV,,,
51377-71705,TE,Noah,Noah Fant,Fant,8.414285932,7,5800,DEN@ATL,DEN,ATL,,,
51377-70027,RB,Zack,Zack Moss,Moss,8.740000153,5,5800,SEA@BUF,BUF,SEA,,,
51377-86631,WR,CeeDee,CeeDee Lamb,Lamb,10.96249962,8,5800,PIT@DAL,DAL,PIT,,,
51377-86687,WR,Marquise,Marquise Brown,Brown,9.071428571,7,5800,BAL@IND,BAL,IND,,,
51377-70603,RB,Devin,Devin Singletary,Singletary,8.862500191,8,5800,SEA@BUF,BUF,SEA,,,
51377-90537,WR,Henry,Henry Ruggs III,Ruggs III,7.040000153,5,5700,LV@LAC,LV,LAC,,,
51377-90561,WR,Jerry,Jerry Jeudy,Jeudy,7.628571647,7,5700,DEN@ATL,DEN,ATL,,,
51377-41426,RB,Phillip,Phillip Lindsay,Lindsay,9.274999619,4,5700,DEN@ATL,DEN,ATL,Q,Foot,
51377-28473,RB,Carlos,Carlos Hyde,Hyde,7.724999905,4,5700,SEA@BUF,SEA,BUF,O,Hamstring,
51377-48116,TE,Jonnu,Jonnu Smith,Smith,9.742856707,7,5700,CHI@TEN,TEN,CHI,,,
51377-52613,WR,Curtis,Curtis Samuel,Samuel,8.475000381,8,5600,CAR@KC,CAR,KC,,,
51377-64031,TE,Hayden,Hayden Hurst,Hurst,8.487500191,8,5600,DEN@ATL,ATL,DEN,,,
51377-71352,WR,Mecole,Mecole Hardman,Hardman,8.412500381,8,5600,CAR@KC,KC,CAR,,,
51377-14211,RB,Mark,Mark Ingram II,Ingram II,6.416666667,6,5600,BAL@IND,BAL,IND,D,Ankle,
51377-41867,RB,Jordan,Jordan Wilkins,Wilkins,5.400000254,6,5600,BAL@IND,IND,BAL,,,
51377-40845,TE,Hunter,Hunter Henry,Henry,7.557143075,7,5600,LV@LAC,LAC,LV,,,
51377-24641,WR,Sammy,Sammy Watkins,Watkins,8.6,5,5500,CAR@KC,KC,CAR,Q,Hamstring,
51377-69777,WR,Darnell,Darnell Mooney,Mooney,6.900000095,8,5500,CHI@TEN,CHI,TEN,,,
51377-11485,WR,Golden,Golden Tate,Tate,6.617142814,7,5500,NYG@WAS,NYG,WAS,,,
51377-54606,WR,John,John Brown,Brown,6.833333333,6,5500,SEA@BUF,BUF,SEA,,,
51377-24920,RB,Devonta,Devonta Freeman,Freeman,6.5,5,5500,NYG@WAS,NYG,WAS,O,Ankle,
51377-28181,RB,Le'Veon,Le'Veon Bell,Bell,4.4,5,5500,CAR@KC,KC,CAR,,,
51377-30297,TE,Trey,Trey Burton,Burton,9.225000381,4,5500,BAL@IND,IND,BAL,,,
51377-27477,WR,Sterling,Sterling Shepard,Shepard,7.7,5,5500,NYG@WAS,NYG,WAS,,,
51377-39818,RB,Wayne,Wayne Gallman Jr.,Gallman Jr.,5.542857034,7,5500,NYG@WAS,NYG,WAS,,,
51377-41872,TE,Evan,Evan Engram,Engram,6.5,8,5500,NYG@WAS,NYG,WAS,,,
51377-63625,RB,Nyheim,Nyheim Hines,Hines,9.414285932,7,5400,BAL@IND,IND,BAL,,,
51377-40167,RB,Gus,Gus Edwards,Edwards,6.071428571,7,5400,BAL@IND,BAL,IND,,,
51377-69956,WR,Michael,Michael Gallup,Gallup,7.775000095,8,5400,PIT@DAL,DAL,PIT,,,
51377-38264,WR,Demarcus,Demarcus Robinson,Robinson,4.799999782,7,5400,CAR@KC,KC,CAR,,,
51377-52916,WR,Russell,Russell Gage,Gage,7.387499809,8,5400,DEN@ATL,ATL,DEN,,,
51377-25272,TE,Eric,Eric Ebron,Ebron,7.042857034,7,5400,PIT@DAL,PIT,DAL,,,
51377-91872,RB,Joshua,Joshua Kelley,Kelley,6.628571647,7,5400,LV@LAC,LAC,LV,,,
51377-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,8.32857132,7,5400,HOU@JAC,JAC,HOU,,,
51377-14257,WR,Randall,Randall Cobb,Cobb,9.171428135,7,5400,HOU@JAC,HOU,JAC,,,
51377-11512,TE,Jimmy,Jimmy Graham,Graham,7.900000095,8,5300,CHI@TEN,CHI,TEN,,,
51377-22031,WR,T.Y.,T.Y. Hilton,Hilton,5.157142639,7,5300,BAL@IND,IND,BAL,D,Groin,
51377-6703,RB,Adrian,Adrian Peterson,Peterson,7.585714068,7,5300,DET@MIN,DET,MIN,,,
51377-87787,RB,J.K.,J.K. Dobbins,Dobbins,7.557143075,7,5300,BAL@IND,BAL,IND,,,
51377-57091,WR,Tim,Tim Patrick,Patrick,9.816666921,6,5300,DEN@ATL,DEN,ATL,Q,Hamstring,
51377-22288,WR,Cole,Cole Beasley,Beasley,10.23750019,8,5300,SEA@BUF,BUF,SEA,,,
51377-8117,WR,Danny,Danny Amendola,Amendola,5.914285932,7,5300,DET@MIN,DET,MIN,,,
51377-56265,TE,Mike,Mike Gesicki,Gesicki,7.200000218,7,5300,MIA@ARI,MIA,ARI,,,
51377-79987,WR,David,David Moore,Moore,7.842857361,7,5200,SEA@BUF,SEA,BUF,,,
51377-79998,WR,Keelan,Keelan Cole,Cole,9.942856925,7,5200,HOU@JAC,JAC,HOU,,,
51377-53390,WR,Zach,Zach Pascal,Pascal,6.528571538,7,5200,BAL@IND,IND,BAL,,,
51377-63806,RB,Kerryon,Kerryon Johnson,Johnson,4.46666654,6,5200,DET@MIN,DET,MIN,,,
51377-43334,RB,J.D.,J.D. McKissic,McKissic,6.271428789,7,5200,NYG@WAS,WAS,NYG,,,
51377-38301,TE,Darren,Darren Fells,Fells,7.583333333,6,5200,HOU@JAC,HOU,JAC,,,
51377-71444,RB,Travis,Travis Homer,Homer,2.199999946,7,5200,SEA@BUF,SEA,BUF,,,
51377-72776,RB,Alexander,Alexander Mattison,Mattison,5.985714504,7,5100,DET@MIN,MIN,DET,,,
51377-44449,WR,Willie,Willie Snead IV,Snead IV,5.642857143,7,5100,BAL@IND,BAL,IND,,,
51377-62967,WR,Preston,Preston Williams,Williams,7.399999891,7,5100,MIA@ARI,MIA,ARI,,,
51377-57986,WR,Hunter,Hunter Renfrow,Renfrow,7.914285932,7,5100,LV@LAC,LV,LAC,,,
51377-55042,TE,Dalton,Dalton Schultz,Schultz,7.375,8,5100,PIT@DAL,DAL,PIT,,,
51377-94087,RB,DeeJay,DeeJay Dallas,Dallas,6.599999905,4,5100,SEA@BUF,SEA,BUF,,,
51377-41936,WR,Anthony,Anthony Miller,Miller,6.574999809,8,5100,CHI@TEN,CHI,TEN,,,
51377-24671,WR,Adam,Adam Humphries,Humphries,7.483333588,6,5000,CHI@TEN,TEN,CHI,O,Concussion,
51377-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,7.46666654,3,5000,DEN@ATL,DEN,ATL,,,
51377-70889,RB,Benny,Benny Snell Jr.,Snell Jr.,4.616666794,6,5000,PIT@DAL,PIT,DAL,,,
51377-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,10.57142857,7,5000,PIT@DAL,PIT,DAL,,,
51377-55748,WR,James,James Washington,Washington,5.571428571,7,5000,PIT@DAL,PIT,DAL,,,
51377-69213,WR,Michael,Michael Pittman Jr.,Pittman Jr.,2.579999924,5,5000,BAL@IND,IND,BAL,,,
51377-23194,WR,Josh,Josh Gordon,Gordon,0,1,5000,SEA@BUF,SEA,BUF,IR,Suspension,
51377-6883,WR,Larry,Larry Fitzgerald,Fitzgerald,5.028571538,7,5000,MIA@ARI,ARI,MIA,,,
51377-26355,TE,Logan,Logan Thomas,Thomas,7.042857034,7,5000,NYG@WAS,WAS,NYG,,,
51377-54010,RB,Brian,Brian Hill,Hill,5.625,8,5000,DEN@ATL,ATL,DEN,,,
51377-24533,TE,Mo,Mo Alie-Cox,Alie-Cox,6.014285496,7,5000,BAL@IND,IND,BAL,Q,Knee,
51377-29683,WR,Nelson,Nelson Agholor,Agholor,8.67142868,7,5000,LV@LAC,LV,LAC,,,
51377-63759,RB,Tony,Tony Pollard,Pollard,4.324999809,8,4900,PIT@DAL,DAL,PIT,,,
51377-64843,WR,Jalen,Jalen Guyton,Guyton,6.885714395,7,4900,LV@LAC,LAC,LV,,,
51377-80294,TE,Anthony,Anthony Firkser,Firkser,6.5,6,4900,CHI@TEN,TEN,CHI,,,
51377-32235,WR,Marcus,Marcus Johnson,Johnson,7.050000191,4,4900,BAL@IND,IND,BAL,Q,Knee,
51377-39580,RB,Devontae,Devontae Booker,Booker,4.25,6,4900,LV@LAC,LV,LAC,,,
51377-55970,RB,Royce,Royce Freeman,Freeman,2.683333397,6,4900,DEN@ATL,DEN,ATL,,,
51377-70422,WR,Kalif,Kalif Raymond,Raymond,3.271428517,7,4900,CHI@TEN,TEN,CHI,,,
51377-39859,TE,Jack,Jack Doyle,Doyle,5.059999847,5,4900,BAL@IND,IND,BAL,,,
51377-69581,WR,Cedrick,Cedrick Wilson,Wilson,7.927999878,5,4900,PIT@DAL,DAL,PIT,,,
51377-55366,RB,Qadree,Qadree Ollison,Ollison,0.300000012,1,4800,DEN@ATL,ATL,DEN,,,
51377-86192,WR,KJ,KJ Hamler,Hamler,4.940000153,5,4800,DEN@ATL,DEN,ATL,,,
51377-25837,RB,Duke,Duke Johnson,Johnson,3.620000076,5,4800,HOU@JAC,HOU,JAC,,,
51377-12535,D,Indianapolis,Indianapolis Colts,Colts,11.71428571,7,4800,BAL@IND,IND,BAL,,,
51377-56580,WR,Christian,Christian Blake,Blake,2.400000095,4,4800,DEN@ATL,ATL,DEN,,,
51377-64827,WR,Miles,Miles Boykin,Boykin,3.814285823,7,4800,BAL@IND,BAL,IND,,,
51377-94534,WR,Gabriel,Gabriel Davis,Davis,5,8,4800,SEA@BUF,BUF,SEA,,,
51377-71032,WR,Devin,Devin Duvernay,Duvernay,4.08571434,7,4800,BAL@IND,BAL,IND,Q,Thigh,
51377-55689,RB,Ito,Ito Smith,Smith,1.487499952,8,4800,DEN@ATL,ATL,DEN,,,
51377-6914,TE,Greg,Greg Olsen,Olsen,4.32857132,7,4800,SEA@BUF,SEA,BUF,,,
51377-57338,TE,Jordan,Jordan Akins,Akins,7.449999809,4,4800,HOU@JAC,HOU,JAC,,,
51377-30733,WR,Cordarrelle,Cordarrelle Patterson,Patterson,2.724999905,8,4700,CHI@TEN,CHI,TEN,,,
51377-53303,RB,Matt,Matt Breida,Breida,3.457142966,7,4700,MIA@ARI,MIA,ARI,O,Hamstring,
51377-83091,RB,Trenton,Trenton Cannon,Cannon,1.075000048,4,4700,CAR@KC,CAR,KC,,,
51377-69836,WR,Collin,Collin Johnson,Johnson,2.5,6,4700,HOU@JAC,JAC,HOU,,,
51377-12552,D,Washington,Washington Football Team,Football Team,6.714285714,7,4700,NYG@WAS,WAS,NYG,,,
51377-24891,RB,Chris,Chris Thompson,Thompson,4.46666654,6,4700,HOU@JAC,JAC,HOU,,,
51377-26038,TE,Tyler,Tyler Kroft,Kroft,5.859999847,5,4700,SEA@BUF,BUF,SEA,,,
51377-61060,RB,Devine,Devine Ozigbo,Ozigbo,0,2,4700,HOU@JAC,JAC,HOU,O,Hamstring,
51377-69295,WR,Byron,Byron Pringle,Pringle,4.525000095,4,4700,CAR@KC,KC,CAR,,,
51377-63419,WR,Andy,Andy Isabella,Isabella,5.383333206,6,4700,MIA@ARI,ARI,MIA,,,
51377-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,3.142857143,7,4700,DEN@ATL,ATL,DEN,,,
51377-14339,RB,Dion,Dion Lewis,Lewis,3.587500095,8,4600,NYG@WAS,NYG,WAS,,,
51377-72725,TE,Irv,Irv Smith Jr.,Smith Jr.,3.73333327,6,4600,DET@MIN,MIN,DET,,,
