Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
51377-14348,TE,Lee,Lee Smith,Smith,6.599999905,1,4100,SEA@BUF,BUF,SEA,,,
51377-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,3.17142868,7,4100,HOU@JAC,JAC,HOU,,,
51377-62510,TE,Nick,Nick Boyle,Boyle,3.257142748,7,4100,BAL@IND,BAL,IND,,,
51377-42046,TE,Durham,Durham Smythe,Smythe,3.674999952,4,4100,MIA@ARI,MIA,ARI,,,
51377-71806,TE,Kaden,Kaden Smith,Smith,1.524999976,8,4100,NYG@WAS,NYG,WAS,,,
51377-12543,D,New York,New York Giants,Giants,5.5,8,4100,NYG@WAS,NYG,WAS,,,
51377-83220,TE,Nick,Nick Keizer,Keizer,0.716666698,6,4100,CAR@KC,KC,CAR,,,
51377-60712,TE,Foster,Foster Moreau,Moreau,3.599999905,4,4100,LV@LAC,LV,LAC,,,
51377-29411,TE,Pharaoh,Pharaoh Brown,Brown,2.349999905,2,4100,HOU@JAC,HOU,JAC,,,
51377-38753,TE,Jake,Jake Butt,Butt,0.375,4,4100,DEN@ATL,DEN,ATL,IR,Hamstring,
51377-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,0,1,4000,CAR@KC,KC,CAR,,,
51377-29725,TE,Levine,Levine Toilolo,Toilolo,1.066666683,3,4000,NYG@WAS,NYG,WAS,,,
51377-60451,TE,Tyler,Tyler Conklin,Conklin,1.960000038,5,4000,DET@MIN,MIN,DET,,,
51377-62505,TE,MyCole,MyCole Pruitt,Pruitt,3.066666603,3,4000,CHI@TEN,TEN,CHI,,,
51377-64563,TE,Hale,Hale Hentges,Hentges,0,1,4000,BAL@IND,IND,BAL,,,
51377-14394,TE,Virgil,Virgil Green,Green,3.125,4,4000,LV@LAC,LAC,LV,IR,Ankle,
51377-63565,TE,Jake,Jake Breeland,Breeland,0,1,4000,BAL@IND,BAL,IND,IR,Knee - acl,
51377-64603,TE,Farrod,Farrod Green,Green,0,1,4000,BAL@IND,IND,BAL,,,
51377-79980,TE,Eric,Eric Saubert,Saubert,0,2,4000,HOU@JAC,JAC,HOU,,,
51377-68730,TE,Sean,Sean McKeon,McKeon,0,1,4000,PIT@DAL,DAL,PIT,,,
51377-58499,TE,Parker,Parker Hesse,Hesse,0,0,4000,CHI@TEN,TEN,CHI,,,
51377-62617,TE,Khari,Khari Lee,Lee,0,1,4000,DET@MIN,DET,MIN,,,
51377-54426,TE,Andrew,Andrew Beck,Beck,0,1,4000,DEN@ATL,DEN,ATL,IR,Hamstring,
51377-32957,TE,Eric,Eric Tomlinson,Tomlinson,0,1,4000,NYG@WAS,NYG,WAS,,,
51377-65737,TE,Sam,Sam Tecklenburg,Tecklenburg,0,2,4000,CAR@KC,CAR,KC,,,
51377-71885,TE,Parker,Parker Houston,Houston,0,2,4000,MIA@ARI,ARI,MIA,,,
51377-57556,TE,Jerome,Jerome Cunningham,Cunningham,0,1,4000,NYG@WAS,WAS,NYG,,,
51377-11488,TE,Ed,Ed Dickson,Dickson,0,1,4000,SEA@BUF,SEA,BUF,,,
51377-130273,TE,Dylan,Dylan Stapleton,Stapleton,0,0,4000,HOU@JAC,HOU,JAC,,,
51377-62691,TE,Nate,Nate Wieting,Wieting,0,1,4000,MIA@ARI,MIA,ARI,,,
51377-12527,D,Chicago,Chicago Bears,Bears,6.25,8,4000,CHI@TEN,CHI,TEN,,,
51377-130286,TE,Ben,Ben Ellefson,Ellefson,1,2,4000,HOU@JAC,JAC,HOU,,,
51377-24817,TE,Nick,Nick O'Leary,O'Leary,2.924999952,8,4000,LV@LAC,LV,LAC,IR,Chest,
51377-61693,TE,Danny,Danny Pinter,Pinter,0,1,4000,BAL@IND,IND,BAL,,,
51377-32000,TE,Luke,Luke Willson,Willson,0,1,4000,SEA@BUF,SEA,BUF,,,
51377-83202,TE,Christian,Christian Scotland-Williamson,Scotland-Williamson,0,1,4000,PIT@DAL,PIT,DAL,,,
51377-45335,TE,Michael,Michael Roberts,Roberts,0,1,4000,MIA@ARI,MIA,ARI,,,
51377-83226,TE,Kevin,Kevin Rader,Rader,0,1,4000,PIT@DAL,PIT,DAL,,,
51377-63775,TE,Scottie,Scottie Dill,Dill,0,1,4000,DEN@ATL,ATL,DEN,,,
51377-65839,TE,Kahale,Kahale Warring,Warring,0,0,4000,HOU@JAC,HOU,JAC,IR,Undisclosed,
51377-63839,TE,Tyler,Tyler Mabry,Mabry,0,1,4000,SEA@BUF,SEA,BUF,,,
51377-64864,TE,Noah,Noah Togiai,Togiai,0,2,4000,BAL@IND,IND,BAL,,,
51377-25957,TE,J.P.,J.P. Holtz,Holtz,0,2,4000,CHI@TEN,CHI,TEN,,,
51377-60791,TE,Tommy,Tommy Hudson,Hudson,0,0,4000,CHI@TEN,TEN,CHI,,,
51377-87422,TE,Dom,Dom Wood-Anderson,Wood-Anderson,0,1,4000,SEA@BUF,SEA,BUF,,,
51377-22920,TE,Derek,Derek Carrier,Carrier,0,1,4000,LV@LAC,LV,LAC,,,
51377-71048,TE,Thaddeus,Thaddeus Moss,Moss,0,1,4000,NYG@WAS,WAS,NYG,IR,Undisclosed,
51377-63907,TE,Josh,Josh Oliver,Oliver,0,2,4000,HOU@JAC,JAC,HOU,IR,Foot,
51377-31169,TE,Jeremy,Jeremy Sprinkle,Sprinkle,0.366666675,3,4000,NYG@WAS,WAS,NYG,,,
51377-84440,TE,Jaeden,Jaeden Graham,Graham,0.400000016,3,4000,DEN@ATL,ATL,DEN,,,
51377-103900,TE,Brandon,Brandon Dillon,Dillon,0,0,4000,DET@MIN,MIN,DET,,,
51377-27117,TE,Sean,Sean Culkin,Culkin,0,1,4000,BAL@IND,BAL,IND,,,
51377-61936,TE,Caleb,Caleb Repp,Repp,0,1,4000,DEN@ATL,ATL,DEN,,,
51377-89588,TE,Colby,Colby Parkinson,Parkinson,0,1,4000,SEA@BUF,SEA,BUF,,,
51377-41469,TE,Darrell,Darrell Daniels,Daniels,1.739999962,5,4000,MIA@ARI,ARI,MIA,,,
51377-62981,TE,Eli,Eli Wolf,Wolf,0,1,4000,BAL@IND,BAL,IND,,,
51377-60981,TE,Charlie,Charlie Heck,Heck,0,0,4000,HOU@JAC,HOU,JAC,,,
51377-60984,TE,Jake,Jake Bargas,Bargas,0,0,4000,DET@MIN,MIN,DET,,,
51377-52795,TE,Charles,Charles Jones,Jones,0,2,4000,SEA@BUF,BUF,SEA,,,
51377-41552,TE,Dylan,Dylan Cantrell,Cantrell,0,2,4000,MIA@ARI,ARI,MIA,,,
51377-18009,TE,Chris,Chris Manhertz,Manhertz,1.319999981,5,4000,CAR@KC,CAR,KC,,,
51377-29277,TE,Stephen,Stephen Anderson,Anderson,0,1,4000,LV@LAC,LAC,LV,,,
51377-56925,TE,Charles,Charles Scarff,Scarff,0,1,4000,BAL@IND,BAL,IND,,,
51377-56947,TE,Chris,Chris Myarick,Myarick,0,1,4000,MIA@ARI,MIA,ARI,,,
51377-38523,TE,Geoff,Geoff Swaim,Swaim,1,2,4000,CHI@TEN,TEN,CHI,,,
51377-62119,TE,C.J.,C.J. Conrad,Conrad,0,1,4000,NYG@WAS,NYG,WAS,,,
51377-47788,TE,Deon,Deon Yelder,Yelder,1,2,4000,CAR@KC,KC,CAR,,,
51377-62127,TE,Cole,Cole Hikutini,Hikutini,0,1,4000,PIT@DAL,DAL,PIT,,,
51377-28346,TE,Maxx,Maxx Williams,Williams,0,3,4000,MIA@ARI,ARI,MIA,IR,Ankle,
51377-70335,TE,Seth,Seth DeValve,DeValve,0,2,4000,CAR@KC,CAR,KC,,,
51377-70342,TE,Temarrick,Temarrick Hemingway,Hemingway,0.5,3,4000,NYG@WAS,WAS,NYG,,,
51377-29390,TE,Evan,Evan Baylis,Baylis,0,2,4000,MIA@ARI,ARI,MIA,,,
51377-69326,TE,Isaac,Isaac Nauta,Nauta,0.400000006,2,4000,DET@MIN,DET,MIN,,,
51377-64221,TE,Zach,Zach Gentry,Gentry,0,1,4000,PIT@DAL,PIT,DAL,,,
51377-63216,TE,Jared,Jared Rice,Rice,0,1,4000,LV@LAC,LAC,LV,,,
51377-86770,TE,Hunter,Hunter Bryant,Bryant,0,1,4000,DET@MIN,DET,MIN,IR,Concussion,
51377-61172,TE,Tyler,Tyler Davis,Davis,0,2,4000,HOU@JAC,JAC,HOU,,,
51377-27403,TE,Blake,Blake Bell,Bell,1.920000076,5,4000,PIT@DAL,DAL,PIT,,,
51377-91945,TE,Cam,Cam Sutton,Sutton,0,2,4000,CAR@KC,CAR,KC,,,
51377-40746,TE,Troy,Troy Fumagalli,Fumagalli,2.133333365,6,4000,HOU@JAC,HOU,JAC,,,
51377-55099,TE,Ian,Ian Bunting,Bunting,0,1,4000,BAL@IND,IND,BAL,,,
51377-65341,TE,Ryan,Ryan Roberts,Roberts,0,1,4000,LV@LAC,LAC,LV,,,
51377-28487,TE,Jeff,Jeff Heuerman,Heuerman,0,1,4000,DEN@ATL,DEN,ATL,,,
51377-70489,TE,Ben,Ben Braunecker,Braunecker,0,2,4000,CHI@TEN,CHI,TEN,,,
51377-55153,TE,Garrett,Garrett Dickerson,Dickerson,0,1,4000,NYG@WAS,NYG,WAS,,,
51377-55172,TE,Cole,Cole Herdman,Herdman,0,0,4000,CHI@TEN,TEN,CHI,,,
51377-27527,TE,Blake,Blake Jarwin,Jarwin,0.850000024,2,4000,PIT@DAL,DAL,PIT,IR,Knee - acl,
51377-56212,TE,Tommy,Tommy Sweeney,Sweeney,3.079999924,5,4000,SEA@BUF,BUF,SEA,IR,Illness,
51377-38805,TE,Marcus,Marcus Baugh,Baugh,0.349999994,2,4000,NYG@WAS,WAS,NYG,,,
51377-29592,TE,Xavier,Xavier Grimble,Grimble,0,1,4000,BAL@IND,BAL,IND,,,
51377-64408,TE,Nick,Nick Bowers,Bowers,0,0,4000,LV@LAC,LV,LAC,,,
51377-28570,TE,Nick,Nick Vannett,Vannett,1.160000038,5,4000,DEN@ATL,DEN,ATL,Q,Foot,
51377-55209,TE,Nate,Nate Becker,Becker,0,0,4000,SEA@BUF,BUF,SEA,,,
51377-65477,TE,Giovanni,Giovanni Ricci,Ricci,0,2,4000,CAR@KC,CAR,KC,,,
51377-54239,TE,Matt,Matt Sokol,Sokol,0,1,4000,LV@LAC,LAC,LV,,,
51377-14304,TE,Luke,Luke Stocker,Stocker,0.35999999,5,4000,DEN@ATL,ATL,DEN,,,
51377-104421,TE,Jesper,Jesper Horsted,Horsted,0,2,4000,CHI@TEN,CHI,TEN,,,
51377-12526,D,Buffalo,Buffalo Bills,Bills,4.75,8,3900,SEA@BUF,BUF,SEA,,,
51377-12534,D,Tennessee,Tennessee Titans,Titans,3.714285714,7,3800,CHI@TEN,TEN,CHI,,,
51377-12556,D,Houston,Houston Texans,Texans,2.571428571,7,3700,HOU@JAC,HOU,JAC,,,
51377-12537,D,Las Vegas,Las Vegas Raiders,Raiders,2,7,3600,LV@LAC,LV,LAC,,,
51377-12550,D,Seattle,Seattle Seahawks,Seahawks,5.571428571,7,3500,SEA@BUF,SEA,BUF,,,
51377-12554,D,Jacksonville,Jacksonville Jaguars,Jaguars,2.571428571,7,3500,HOU@JAC,JAC,HOU,,,
51377-12540,D,Minnesota,Minnesota Vikings,Vikings,2.428571429,7,3400,DET@MIN,MIN,DET,,,
51377-12525,D,Atlanta,Atlanta Falcons,Falcons,2.75,8,3300,DEN@ATL,ATL,DEN,,,
51377-12532,D,Detroit,Detroit Lions,Lions,2.142857143,7,3200,DET@MIN,DET,MIN,,,
51377-12553,D,Carolina,Carolina Panthers,Panthers,3.75,8,3100,CAR@KC,CAR,KC,,,
51377-12530,D,Dallas,Dallas Cowboys,Cowboys,2.75,8,3000,PIT@DAL,DAL,PIT,,,
