P,Player,Week,Team,Opp,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
TE,Jeff Heuerman,5,DEN,ATL,32,4500,2500,0,0
WR,Jordan Taylor,5,DEN,ATL,26,4500,3000,0,0
TE,Brandon Pettigrew,5,DET,PHI,1,0,0,0,0
TE,Clay Harbor,5,DET,PHI,1,4500,2500,0,0
WR,Andre Roberts,5,DET,PHI,5,4500,3000,0,0
WR,Corey Fuller,5,DET,PHI,5,0,0,0,0
WR,Ryan Spadola,5,DET,PHI,5,0,0,0,0
TE,Tim Wright,5,DET,PHI,1,0,0,0,0
TE,Eric Ebron,5,DET,PHI,1,5900,3400,0,0
RB,Ameer Abdullah,5,DET,PHI,2,0,0,0,0
FB,Michael Burton,5,DET,PHI,2,4500,3000,0,0
TE,Khari Lee,5,DET,PHI,1,4500,2500,0,0
RB,Dwayne Washington,5,DET,PHI,2,5200,3800,0,0
TE,Cole Wick,5,DET,PHI,1,4500,2500,0,0
TE,Jared Cook,5,GB,NYG,19,4600,2500,0,0
WR,Jared Abbrederis,5,GB,NYG,15,4500,3000,0,0
WR,Jeff Janis,5,GB,NYG,15,4500,3000,0,0
TE,Justin Perillo,5,GB,NYG,19,4500,2500,0,0
RB,John Crockett,5,GB,NYG,7,4500,0,0,0
WR,Trevor Davis,5,GB,NYG,15,4500,3000,0,0
RB,Jonathan Grimes,5,HOU,MIN,17,4500,3000,0,0
FB,Jay Prosch,5,HOU,MIN,17,4500,3000,0,0
WR,Tony Washington,5,HOU,MIN,2,0,0,0,0
WR,Keith Mumphery,5,HOU,MIN,2,4500,3000,0,0
RB,Tyler Ervin,5,HOU,MIN,17,4500,3000,0,0
TE,Stephen Anderson,5,HOU,MIN,13,4500,2500,0,0
RB,Jordan Todman,5,IND,CHI,19,4500,3000,0,0
RB,Robert Turbin,5,IND,CHI,19,4900,3000,0,0
WR,Donte Moncrief,5,IND,CHI,14,6000,5700,0,0
TE,Erik Swoope,5,IND,CHI,5,0,2500,0,0
WR,Devin Street,5,IND,CHI,14,4500,3000,0,0
TE,Mike Mcfarland,5,IND,CHI,5,0,0,0,0
TE,Cory Harkey,5,LAR,BUF,9,4500,2500,0,0
RB,Benjamin Cunningham,5,LAR,BUF,21,4600,3200,0,0
WR,Stedman Bailey,5,LAR,BUF,15,0,0,0,0
RB,Chase Reynolds,5,LAR,BUF,21,4500,3000,0,0
RB,Tre Mason,5,LAR,BUF,21,4500,0,0,0
RB,Zach Laskey,5,LAR,BUF,21,4500,0,0,0
TE,Tyler Higbee,5,LAR,BUF,9,4500,2500,0,0
WR,Pharoh Cooper,5,LAR,BUF,15,4500,3000,0,0
TE,Temarrick Hemingway,5,LAR,BUF,9,4500,2500,0,0
WR,Marquez North,5,LAR,BUF,15,0,0,0,0
WR,Nelson Spruce,5,LAR,BUF,15,4500,3000,0,0
WR,Mike Thomas,5,LAR,BUF,15,4500,3000,0,0
RB,Arian Foster,5,MIA,TEN,4,6700,4700,0,0
TE,Jordan Cameron,5,MIA,TEN,20,5200,2900,0,0
RB,Isaiah Pead,5,MIA,TEN,4,4500,3000,0,0
WR,Kenny Stills,5,MIA,TEN,10,5700,3600,0,0
TE,MarQueis Gray,5,MIA,TEN,20,4500,2500,0,0
WR,Tony Lippett,5,MIA,TEN,10,0,0,0,0
WR,Leonte Carroo,5,MIA,TEN,10,4500,3000,0,0
RB,Adrian Peterson,5,MIN,HOU,20,0,0,0,0
RB,Ronnie Hillman,5,MIN,HOU,20,4800,3000,0,0
TE,Rhett Ellison,5,MIN,HOU,3,4500,2500,0,0
FB,Zach Line,5,MIN,HOU,20,4500,3000,0,0
TE,MyCole Pruitt,5,MIN,HOU,3,4500,2500,0,0
WR,Stefon Diggs,5,MIN,HOU,3,7200,6300,0,0
WR,Laquon Treadwell,5,MIN,HOU,3,4500,3000,0,0
TE,David Morgan,5,MIN,HOU,3,4500,2500,0,0
RB,Dion Lewis,5,NE,CLE,25,0,0,0,0
RB,Brandon Bolden,5,NE,CLE,25,4600,3000,0,0
TE,Greg Scruggs,5,NE,CLE,27,0,2500,0,0
RB,James Develin,5,NE,CLE,25,4500,3000,0,0
TE,AJ Derby,5,NE,CLE,27,4500,2500,0,0
RB,Rashad Jennings,5,NYG,GB,1,5800,4500,0,0
WR,Victor Cruz,5,NYG,GB,30,5600,4500,0,0
RB,Shane Vereen,5,NYG,GB,1,0,0,0,0
WR,Dwayne Harris,5,NYG,GB,30,4500,3000,0,0
FB,Will Johnson,5,NYG,GB,1,4500,0,0,0
WR,Tavarres King,5,NYG,GB,30,4500,3000,0,0
TE,Larry Donnell,5,NYG,GB,27,5200,2600,0,0
RB,Nikita Whitlock,5,NYG,GB,1,4500,0,0,0
WR,Ben Edwards,5,NYG,GB,30,0,0,0,0
TE,Matt Lacosse,5,NYG,GB,27,4500,0,0,0
WR,Roger Lewis,5,NYG,GB,30,4500,3000,0,0
TE,Kellen Davis,5,NYJ,PIT,19,4500,2500,0,0
WR,Eric Decker,5,NYJ,PIT,7,6800,6000,0,0
WR,Jeremy Ross,5,NYJ,PIT,7,0,3000,0,0
WR,Devin Smith,5,NYJ,PIT,7,4500,0,0,0
WR,Jalin Marshall,5,NYJ,PIT,7,4700,3100,0,0
RB,Romar Morris,5,NYJ,PIT,24,0,0,0,0
RB,Troymaine Pope,5,NYJ,PIT,24,4500,3000,0,0
TE,Braedon Bowman,5,NYJ,PIT,19,0,2500,0,0
TE,Lee Smith,5,OAK,SD,25,4500,2500,0,0
RB,Taiwan Jones,5,OAK,SD,30,4500,3000,0,0
RB,Latavius Murray,5,OAK,SD,30,6100,4200,0,0
TE,Mychal Rivera,5,OAK,SD,25,4500,2500,0,0
TE,Clive Walford,5,OAK,SD,25,4800,2700,0,0
TE,Gabe Holmes,5,OAK,SD,25,4500,0,0,0
WR,Johnny Holton,5,OAK,SD,12,0,3000,0,0
TE,Ryan O'malley,5,OAK,SD,25,4500,0,0,0
TE,Brent Celek,5,PHI,DET,31,5100,2700,0,0
RB,Kenjon Barner,5,PHI,DET,5,5300,3000,0,0
RB,Wendell Smallwood,5,PHI,DET,5,5900,3400,0,0
TE,Dillon Gordon,5,PHI,DET,31,0,0,0,0
WR,Bryce Treggs,5,PHI,DET,27,4500,3000,0,0
RB,DeAngelo Williams,5,PIT,NYJ,9,5700,6100,0,0
TE,David Johnson,5,PIT,NYJ,26,4500,2500,0,0
WR,Darrius Heyward-Bey,5,PIT,NYJ,22,4500,3000,0,0
TE,Ladarius Green,5,PIT,NYJ,26,4500,0,0,0
WR,Martavis Bryant,5,PIT,NYJ,22,0,0,0,0
RB,Roosevelt Nix,5,PIT,NYJ,9,4500,3000,0,0
RB,Fitzgerald Toussaint,5,PIT,NYJ,9,4500,3000,0,0
WR,Eli Rogers,5,PIT,NYJ,22,5300,3300,0,0
WR,Canaan Severin,5,PIT,NYJ,22,4500,0,0,0
WR,Steve Johnson,5,SD,OAK,31,0,0,0,0
TE,Jeff Cumberland,5,SD,OAK,23,4500,0,0,0
RB,Danny Woodhead,5,SD,OAK,28,0,0,0,0
WR,Griff Whalen,5,SD,OAK,31,4500,3000,0,0
TE,Sean McGrath,5,SD,OAK,23,4500,2500,0,0
WR,Keenan Allen,5,SD,OAK,31,0,0,0,0
WR,Javontee Herndon,5,SD,OAK,31,0,0,0,0
RB,Branden Oliver,5,SD,OAK,28,0,0,0,0
TE,Asante Cleveland,5,SD,OAK,23,4500,2500,0,0
RB,Kenneth Farrow,5,SD,OAK,28,4500,3000,0,0
WR,Torrey Smith,5,SF,ARI,15,5400,3900,0,0
WR,Keshawn Martin,5,SF,ARI,15,4500,3000,0,0
WR,Rod Streater,5,SF,ARI,15,4500,3000,0,0
TE,Vance McDonald,5,SF,ARI,6,4800,2700,0,0
WR,Eric Rogers,5,SF,ARI,15,0,0,0,0
WR,Je'Ron Hamm,5,SF,ARI,15,4500,0,0,0
WR,Bruce Ellington,5,SF,ARI,15,0,0,0,0
WR,Aaron Burbridge,5,SF,ARI,15,4500,3000,0,0
WR,Louis Murphy,5,TB,CAR,12,0,0,0,0
WR,Cecil Shorts,5,TB,CAR,12,4500,3000,0,0
TE,Luke Stocker,5,TB,CAR,29,4500,2500,0,0
RB,Doug Martin,5,TB,CAR,15,6200,5300,0,0
WR,Russell Shepard,5,TB,CAR,12,0,3000,0,0
WR,Jeremy Butler,5,TB,CAR,12,0,0,0,0
RB,Charles Sims,5,TB,CAR,15,6300,5500,0,0
RB,Russell Hansbrough,5,TB,CAR,15,0,0,0,0
WR,Harry Douglas,5,TEN,MIA,29,4500,3000,0,0
WR,Marc Mariani,5,TEN,MIA,29,4500,3000,0,0
TE,Phillip Supernaw,5,TEN,MIA,24,4500,2500,0,0
TE,Jace Amaro,5,TEN,MIA,24,4600,2500,0,0
RB,Antonio Andrews,5,TEN,MIA,14,4500,3000,0,0
RB,Jalston Fowler,5,TEN,MIA,14,4500,3000,0,0
TE,Niles Paul,5,WAS,BAL,7,4500,2500,0,0
TE,Derek Carrier,5,WAS,BAL,7,4500,0,0,0
WR,Ryan Grant,5,WAS,BAL,19,4600,3000,0,0
RB,Silas Redd,5,WAS,BAL,3,4500,0,0,0
WR,Quinton Dunbar,5,WAS,BAL,19,0,0,0,0
WR,Josh Doctson,5,WAS,BAL,19,4700,3000,0,0
RB,Keith Marshall,5,WAS,BAL,3,4500,0,0,0
WR,Reginald Diggs,5,WAS,BAL,19,0,0,0,0
RB,Chris Johnson,7,ARI,SEA,4,4500,0,0,0
RB,Kerwynn Williams,7,ARI,SEA,4,4500,3000,0,0
RB,Stepfan Taylor,7,ARI,SEA,4,4500,3000,0,0
TE,Darren Fells,7,ARI,SEA,9,4500,2500,0,0
WR,Jaron Brown,7,ARI,SEA,7,4800,3100,0,0
WR,Brittan Golden,7,ARI,SEA,7,0,3000,0,0
WR,John Brown,7,ARI,SEA,7,6300,4600,0,0
TE,Troy Niklas,7,ARI,SEA,9,4500,0,0,0
TE,Hakeem Valles,7,ARI,SEA,9,0,2500,0,0
WR,Eric Weems,7,ATL,SD,16,4500,3000,0,0
WR,Aldrick Robinson,7,ATL,SD,16,4500,3000,0,0
WR,Taylor Gabriel,7,ATL,SD,16,4700,3000,0,0
WR,CJ Goodwin,7,ATL,SD,16,0,0,0,0
TE,Austin Hooper,7,ATL,SD,17,4500,2500,0,0
WR,Devin Fuller,7,ATL,SD,16,0,0,0,0
TE,Joshua Perkins,7,ATL,SD,17,0,2500,0,0
WR,Steve Smith,7,BAL,NYJ,31,6200,5500,0,0
WR,Devin Hester,7,BAL,NYJ,31,4500,3000,0,0
TE,Benjamin Watson,7,BAL,NYJ,25,0,0,0,0
TE,Crockett Gillmore,7,BAL,NYJ,25,4800,2500,0,0
WR,Chris Matthews,7,BAL,NYJ,31,0,0,0,0
TE,Maxx Williams,7,BAL,NYJ,25,4500,0,0,0
RB,Javorius Allen,7,BAL,NYJ,20,5100,3000,0,0
TE,Nick Boyle,7,BAL,NYJ,25,0,0,0,0
WR,Kaelin Clay,7,BAL,NYJ,31,0,0,0,0
WR,Darren Waller,7,BAL,NYJ,31,0,2500,0,0
FB,Jerome Felton,7,BUF,MIA,13,4500,3000,0,0
WR,Greg Salas,7,BUF,MIA,26,4500,0,0,0
WR,Marcus Easley,7,BUF,MIA,26,4500,0,0,0
TE,Chris Gragg,7,BUF,MIA,24,0,0,0,0
WR,Robert Woods,7,BUF,MIA,26,5700,4200,0,0
TE,Blake Annen,7,BUF,MIA,24,0,0,0,0
WR,Sammy Watkins,7,BUF,MIA,26,0,0,0,0
WR,Manasseh Garner,7,BUF,MIA,26,0,0,0,0
RB,Jonathan Williams,7,BUF,MIA,13,4500,3000,0,0
WR,Kolby Listenbee,7,BUF,MIA,26,4500,0,0,0
WR,Eddie Royal,7,CHI,GB,32,5800,4200,0,0
TE,Logan Paulsen,7,CHI,GB,25,4500,2500,0,0
RB,Joique Bell,7,CHI,GB,1,4600,3000,0,0
WR,Marquess Wilson,7,CHI,GB,32,4500,3000,0,0
WR,Kevin White,7,CHI,GB,32,5500,0,0,0
RB,Jeremy Langford,7,CHI,GB,1,4900,3800,0,0
TE,Rory Anderson,7,CHI,GB,25,4500,0,0,0
RB,Paul Lasike,7,CHI,GB,1,4500,3000,0,0
TE,Ben Braunecker,7,CHI,GB,25,4500,2500,0,0
RB,Cedric Peerman,7,CIN,CLE,22,4500,0,0,0
TE,Ryan Hewitt,7,CIN,CLE,32,4500,2500,0,0
WR,James Wright,7,CIN,CLE,21,4500,3000,0,0
TE,CJ Uzomah,7,CIN,CLE,32,4800,2500,0,0
WR,Cody Core,7,CIN,CLE,21,4500,3000,0,0
WR,Alex Erickson,7,CIN,CLE,21,4500,3000,0,0
WR,Josh Gordon,7,CLE,CIN,13,0,0,0,0
RB,George Atkinson,7,CLE,CIN,23,4500,3000,0,0
RB,Rajion Neal,7,CLE,CIN,23,0,0,0,0
RB,Glenn Winston,7,CLE,CIN,23,4500,0,0,0
TE,Randall Telfer,7,CLE,CIN,28,4500,2500,0,0
WR,Rannell Hall,7,CLE,CIN,13,4500,0,0,0
WR,Corey Coleman,7,CLE,CIN,13,5700,4500,0,0
WR,Seth Devalve,7,CLE,CIN,13,4500,2500,0,0
WR,Jordan Payton,7,CLE,CIN,13,4500,3000,0,0
FB,Dan Vitale,7,CLE,CIN,23,0,2500,0,0
WR,Dennis Parks,7,CLE,CIN,13,0,0,0,0
TE,Connor Hamlett,7,CLE,CIN,28,4500,2500,0,0
TE,John Phillips,7,DEN,HOU,9,4600,2500,0,0
TE,Virgil Green,7,DEN,HOU,9,4500,2700,0,0
RB,Kapri Bibbs,7,DEN,HOU,19,4500,3000,0,0
WR,Cody Latimer,7,DEN,HOU,3,4500,3000,0,0
TE,Jeff Heuerman,7,DEN,HOU,9,4500,2500,0,0
WR,Jordan Taylor,7,DEN,HOU,3,4500,3000,0,0
TE,Brandon Pettigrew,7,DET,WAS,14,0,0,0,0
WR,Corey Fuller,7,DET,WAS,11,0,0,0,0
RB,Theo Riddick,7,DET,WAS,24,6300,5200,0,0
WR,Ryan Spadola,7,DET,WAS,11,0,0,0,0
TE,Tim Wright,7,DET,WAS,14,0,0,0,0
TE,Eric Ebron,7,DET,WAS,14,5600,3000,0,0
RB,Ameer Abdullah,7,DET,WAS,24,0,0,0,0
FB,Michael Burton,7,DET,WAS,24,4500,3000,0,0
TE,Khari Lee,7,DET,WAS,14,4500,2500,0,0
RB,Dwayne Washington,7,DET,WAS,24,5000,3800,0,0
TE,Cole Wick,7,DET,WAS,14,4500,2500,0,0
TE,Jared Cook,7,GB,CHI,6,4500,2500,0,0
RB,James Starks,7,GB,CHI,13,4500,3700,0,0
RB,Eddie Lacy,7,GB,CHI,13,6900,5700,0,0
WR,Jared Abbrederis,7,GB,CHI,19,4500,3000,0,0
TE,Justin Perillo,7,GB,CHI,6,4500,2500,0,0
RB,John Crockett,7,GB,CHI,13,4500,0,0,0
WR,Trevor Davis,7,GB,CHI,19,4500,3000,0,0
RB,Jonathan Grimes,7,HOU,DEN,20,4500,3000,0,0
FB,Jay Prosch,7,HOU,DEN,20,4500,3000,0,0
WR,Tony Washington,7,HOU,DEN,1,4500,0,0,0
WR,Keith Mumphery,7,HOU,DEN,1,4500,3000,0,0
WR,Braxton Miller,7,HOU,DEN,1,4500,3000,0,0
TE,Stephen Anderson,7,HOU,DEN,15,4500,2500,0,0
TE,Chase Coffman,7,IND,TEN,15,4500,0,0,0
RB,Jordan Todman,7,IND,TEN,10,4500,3000,0,0
TE,Dwayne Allen,7,IND,TEN,15,5700,2900,0,0
WR,Donte Moncrief,7,IND,TEN,9,5500,5300,0,0
WR,Phillip Dorsett,7,IND,TEN,9,5800,4100,0,0
TE,Mike Mcfarland,7,IND,TEN,15,0,0,0,0
WR,Quan Bray,7,IND,TEN,9,4500,3000,0,0
RB,Josh Ferguson,7,IND,TEN,10,4500,3000,0,0
WR,Tevaun Smith,7,IND,TEN,9,0,0,0,0
TE,Mike Miller,7,IND,TEN,15,4500,0,0,0
WR,Bryan Walters,7,JAX,OAK,30,4500,3000,0,0
RB,Denard Robinson,7,JAX,OAK,29,4500,3000,0,0
WR,Neal Sterling,7,JAX,OAK,30,4500,2500,0,0
TE,Ben Koyack,7,JAX,OAK,26,4500,2500,0,0
RB,Corey Grant,7,JAX,OAK,29,4500,3000,0,0
RB,Jamaal Charles,7,KC,NO,32,6800,5700,0,0
RB,Trey Millard,7,KC,NO,32,0,0,0,0
TE,James O'Shaughnessy,7,KC,NO,19,4500,2500,0,0
WR,Kenny Cook,7,KC,NO,24,0,0,0,0
TE,Ross Travis,7,KC,NO,19,0,2500,0,0
WR,Demarcus Robinson,7,KC,NO,24,4500,3000,0,0
TE,Cory Harkey,7,LAR,NYG,10,4500,2500,0,0
WR,Stedman Bailey,7,LAR,NYG,18,0,0,0,0
RB,Chase Reynolds,7,LAR,NYG,14,4500,3000,0,0
RB,Tre Mason,7,LAR,NYG,14,4500,0,0,0
RB,Malcolm Brown,7,LAR,NYG,14,4500,3000,0,0
WR,Bradley Marquez,7,LAR,NYG,18,4500,3000,0,0
RB,Zach Laskey,7,LAR,NYG,14,4500,0,0,0
WR,Pharoh Cooper,7,LAR,NYG,18,4500,3000,0,0
TE,Temarrick Hemingway,7,LAR,NYG,10,4500,2500,0,0
WR,Marquez North,7,LAR,NYG,18,0,0,0,0
WR,Nelson Spruce,7,LAR,NYG,18,4500,3000,0,0
WR,Mike Thomas,7,LAR,NYG,18,4500,3000,0,0
TE,Jordan Cameron,7,MIA,BUF,3,4500,2600,0,0
TE,Dominique Jones,7,MIA,BUF,3,0,2500,0,0
TE,Dion Sims,7,MIA,BUF,3,4500,2500,0,0
TE,MarQueis Gray,7,MIA,BUF,3,4500,2500,0,0
WR,Tony Lippett,7,MIA,BUF,12,0,0,0,0
RB,Kenyan Drake,7,MIA,BUF,16,4700,3000,0,0
WR,Leonte Carroo,7,MIA,BUF,12,4500,3000,0,0
WR,Jakeem Grant,7,MIA,BUF,12,4500,3000,0,0
RB,Adrian Peterson,7,MIN,PHI,17,0,0,0,0
TE,Rhett Ellison,7,MIN,PHI,2,4500,2500,0,0
WR,Jarius Wright,7,MIN,PHI,4,4600,3000,0,0
WR,Charles Johnson,7,MIN,PHI,4,4900,3000,0,0
TE,MyCole Pruitt,7,MIN,PHI,2,4500,2500,0,0
WR,Laquon Treadwell,7,MIN,PHI,4,4500,3000,0,0
TE,David Morgan,7,MIN,PHI,2,4500,2500,0,0
WR,Matthew Slater,7,NE,PIT,5,4500,3000,0,0
WR,Danny Amendola,7,NE,PIT,5,4900,3500,0,0
RB,Dion Lewis,7,NE,PIT,27,0,3000,0,0
RB,Brandon Bolden,7,NE,PIT,27,4500,3000,0,0
TE,Greg Scruggs,7,NE,PIT,18,0,0,0,0
RB,James Develin,7,NE,PIT,27,4500,3000,0,0
TE,AJ Derby,7,NE,PIT,18,4500,2500,0,0
WR,Malcolm Mitchell,7,NE,PIT,5,4500,3000,0,0
WR,DJ Foster,7,NE,PIT,5,4600,3000,0,0
TE,Michael Hoomanawanui,7,NO,KC,7,4500,0,0,0
RB,Marcus Murphy,7,NO,KC,18,4500,3000,0,0
RB,Daniel Lasco,7,NO,KC,18,4500,3000,0,0
WR,Tommylee Lewis,7,NO,KC,22,4500,3000,0,0
WR,Jake Lampman,7,NO,KC,22,0,3000,0,0
WR,Dwayne Harris,7,NYG,LA,26,4500,3000,0,0
RB,Shane Vereen,7,NYG,LA,15,0,0,0,0
FB,Will Johnson,7,NYG,LA,15,4500,0,0,0
WR,Tavarres King,7,NYG,LA,26,4500,3000,0,0
RB,Orleans Darkwa,7,NYG,LA,15,4800,3000,0,0
RB,Nikita Whitlock,7,NYG,LA,15,4500,0,0,0
WR,Ben Edwards,7,NYG,LA,26,0,0,0,0
TE,Matt Lacosse,7,NYG,LA,15,4500,0,0,0
TE,Brandon Bostick,7,NYJ,BAL,6,4500,2500,0,0
TE,Kellen Davis,7,NYJ,BAL,6,4500,2500,0,0
WR,Eric Decker,7,NYJ,BAL,29,0,0,0,0
WR,Jeremy Butler,7,NYJ,BAL,29,0,3000,0,0
TE,Austin Seferian-Jenkins,7,NYJ,BAL,6,4800,2500,0,0
WR,Devin Smith,7,NYJ,BAL,29,4500,0,0,0
WR,Jalin Marshall,7,NYJ,BAL,29,4500,3000,0,0
TE,Braedon Bowman,7,NYJ,BAL,6,0,2500,0,0
RB,Romar Morris,7,NYJ,BAL,2,0,0,0,0
TE,Lee Smith,7,OAK,JAX,5,4500,0,0,0
RB,Taiwan Jones,7,OAK,JAX,11,4500,3000,0,0
TE,Gabe Holmes,7,OAK,JAX,5,4500,0,0,0
TE,Ryan O'malley,7,OAK,JAX,5,4500,2500,0,0
RB,Kenjon Barner,7,PHI,MIN,9,4900,3000,0,0
TE,Trey Burton,7,PHI,MIN,13,4500,2500,0,0
TE,Dillon Gordon,7,PHI,MIN,13,0,0,0,0
WR,Bryce Treggs,7,PHI,MIN,2,4500,3000,0,0
RB,DeAngelo Williams,7,PIT,NE,7,5500,3900,0,0
TE,Ladarius Green,7,PIT,NE,20,4500,2500,0,0
WR,Markus Wheaton,7,PIT,NE,8,5000,3400,0,0
WR,Martavis Bryant,7,PIT,NE,8,0,0,0,0
RB,Roosevelt Nix,7,PIT,NE,7,4500,3000,0,0
RB,Fitzgerald Toussaint,7,PIT,NE,7,4500,3000,0,0
RB,Karlos Williams,7,PIT,NE,7,0,0,0,0
WR,Eli Rogers,7,PIT,NE,8,5000,3500,0,0
WR,Canaan Severin,7,PIT,NE,8,4500,0,0,0
WR,Steve Johnson,7,SD,ATL,14,0,0,0,0
TE,Jeff Cumberland,7,SD,ATL,29,4500,0,0,0
RB,Danny Woodhead,7,SD,ATL,26,0,0,0,0
TE,Sean McGrath,7,SD,ATL,29,4500,2500,0,0
WR,Keenan Allen,7,SD,ATL,14,0,0,0,0
WR,Javontee Herndon,7,SD,ATL,14,0,0,0,0
RB,Branden Oliver,7,SD,ATL,26,0,0,0,0
TE,Asante Cleveland,7,SD,ATL,29,4500,2500,0,0
FB,Derek Watt,7,SD,ATL,26,4500,3000,0,0
RB,CJ Spiller,7,SEA,ARI,3,4900,3900,0,0
TE,Luke Willson,7,SEA,ARI,1,4500,2500,0,0
TE,Brandon Williams,7,SEA,ARI,1,4500,2500,0,0
RB,Thomas Rawls,7,SEA,ARI,3,4800,4200,0,0
WR,Tyler Slavin,7,SEA,ARI,9,0,0,0,0
RB,Brandon Cottom,7,SEA,ARI,3,4500,0,0,0
TE,Ronnie Shields,7,SEA,ARI,1,0,0,0,0
TE,Nick Vannett,7,SEA,ARI,1,4500,2500,0,0
RB,Tre Madden,7,SEA,ARI,3,4500,0,0,0
TE,Joe Sommers,7,SEA,ARI,1,0,0,0,0
WR,Keshawn Martin,7,SF,TB,27,4500,3000,0,0
WR,Rod Streater,7,SF,TB,27,4500,3000,0,0
WR,Eric Rogers,7,SF,TB,27,0,0,0,0
WR,Je'Ron Hamm,7,SF,TB,27,4500,2500,0,0
WR,Bruce Ellington,7,SF,TB,27,0,0,0,0
RB,Carlos Hyde,7,SF,TB,25,7700,5600,0,0
TE,Blake Bell,7,SF,TB,12,4500,2500,0,0
WR,Aaron Burbridge,7,SF,TB,27,4500,3000,0,2
WR,Vincent Jackson,7,TB,SF,17,5100,3100,0,0
WR,Louis Murphy,7,TB,SF,17,0,0,0,0
TE,Brandon Myers,7,TB,SF,21,4500,2500,0,0
WR,Cecil Shorts,7,TB,SF,17,4500,3000,0,0
TE,Luke Stocker,7,TB,SF,21,4500,2500,0,0
RB,Doug Martin,7,TB,SF,30,7300,6100,0,0
WR,Freddie Martino,7,TB,SF,17,0,0,0,0
RB,Charles Sims,7,TB,SF,30,0,0,0,0
FB,Alan Cross,7,TB,SF,30,0,2500,0,0
WR,Andre Johnson,7,TEN,IND,7,4900,3100,0,0
WR,Harry Douglas,7,TEN,IND,7,4500,3000,0,0
WR,Marc Mariani,7,TEN,IND,7,4500,3000,0,0
TE,Phillip Supernaw,7,TEN,IND,22,4500,2500,0,0
TE,Jace Amaro,7,TEN,IND,22,4500,2500,0,0
RB,Antonio Andrews,7,TEN,IND,31,4500,3000,0,0
RB,Jalston Fowler,7,TEN,IND,31,4500,3000,0,0
TE,Jordan Reed,7,WAS,DET,30,7300,6000,0,0
TE,Derek Carrier,7,WAS,DET,30,4500,0,0,0
WR,Rashad Ross,7,WAS,DET,28,4500,3000,0,0
RB,Silas Redd,7,WAS,DET,8,4500,0,0,0
WR,Quinton Dunbar,7,WAS,DET,28,0,0,0,0
WR,Josh Doctson,7,WAS,DET,28,4500,3000,0,0
RB,Keith Marshall,7,WAS,DET,8,4500,0,0,0
WR,Maurice Harris,7,WAS,DET,28,0,0,0,0
WR,Reginald Diggs,7,WAS,DET,28,0,0,0,0
TE,Jacob Tamme,9,ATL,TB,13,5200,2800,0,0
WR,Eric Weems,9,ATL,TB,27,4500,3000,0,0
WR,Aldrick Robinson,9,ATL,TB,27,4500,3000,0,0
RB,Tevin Coleman,9,ATL,TB,26,5800,5100,0,0
WR,Justin Hardy,9,ATL,TB,27,4500,3000,0,0
WR,CJ Goodwin,9,ATL,TB,27,0,0,0,0
WR,Devin Fuller,9,ATL,TB,27,0,0,0,0
TE,Joshua Perkins,9,ATL,TB,13,0,2500,0,0
WR,Devin Hester,9,BAL,PIT,4,4500,3000,0,0
TE,Benjamin Watson,9,BAL,PIT,23,0,0,0,0
TE,Crockett Gillmore,9,BAL,PIT,23,4500,2500,0,0
RB,Lorenzo Taliaferro,9,BAL,PIT,29,4500,3000,0,0
WR,Chris Matthews,9,BAL,PIT,4,0,0,0,0
TE,Maxx Williams,9,BAL,PIT,23,4500,0,0,0
RB,Javorius Allen,9,BAL,PIT,29,4700,3000,0,0
TE,Nick Boyle,9,BAL,PIT,23,0,0,0,0
WR,Kaelin Clay,9,BAL,PIT,4,0,0,0,0
WR,Brandon Tate,9,BUF,SEA,8,4500,3000,0,0
WR,Percy Harvin,9,BUF,SEA,8,0,0,0,0
WR,Marcus Easley,9,BUF,SEA,8,4500,0,0,0
TE,Chris Gragg,9,BUF,SEA,4,0,0,0,0
TE,Blake Annen,9,BUF,SEA,4,0,0,0,0
WR,Sammy Watkins,9,BUF,SEA,8,0,0,0,0
TE,Nick O'Leary,9,BUF,SEA,4,4500,2500,0,0
TE,Gerald Christian,9,BUF,SEA,4,0,2500,0,0
RB,Jonathan Williams,9,BUF,SEA,5,4500,3000,0,0
WR,Kolby Listenbee,9,BUF,SEA,8,4500,0,0,0
WR,LaRon Byrd,9,CAR,LA,19,0,0,0,0
WR,Brenton Bersin,9,CAR,LA,19,4500,3000,0,0
RB,Cameron Artis-Payne,9,CAR,LA,14,4600,3600,0,0
TE,Chris Manhertz,9,CAR,LA,11,4500,2500,0,0
RB,Devon Johnson,9,CAR,LA,14,4500,0,0,0
WR,Josh Gordon,9,CLE,DAL,14,0,0,0,0
RB,George Atkinson,9,CLE,DAL,2,4500,3000,0,0
RB,Rajion Neal,9,CLE,DAL,2,0,0,0,0
RB,Glenn Winston,9,CLE,DAL,2,4500,0,0,0
TE,Randall Telfer,9,CLE,DAL,24,4500,2500,0,0
WR,Rannell Hall,9,CLE,DAL,14,4500,0,0,0
WR,Ricardo Louis,9,CLE,DAL,14,4500,3000,0,0
WR,Seth Devalve,9,CLE,DAL,14,4500,2500,0,0
WR,Jordan Payton,9,CLE,DAL,14,4500,3000,0,0
WR,Rashard Higgins,9,CLE,DAL,14,4500,3000,0,0
FB,Dan Vitale,9,CLE,DAL,2,4500,2500,0,0
WR,Dennis Parks,9,CLE,DAL,14,0,0,0,0
RB,Darren McFadden,9,DAL,CLE,30,4500,3000,0,0
