P,Player,Week,Team,Opp,Opp Rank,Opp Position Rank,FDSal,DKSal,FD Points,DK Points
TE,Cameron Brate,1,TB,NO,9,4400,3000,0,0,
WR,Jaydon Mickens,1,TB,NO,27,0,3000,0,0,
WR,Cyril Grayson,1,TB,NO,27,0,3000,0,0,
TE,Antony Auclair,1,TB,NO,9,4000,2500,0,0,
WR,Tyler Johnson,1,TB,NO,27,4600,3400,0,0,
RB,Ke'Shawn Vaughn,1,TB,NO,4,5000,4500,0,0,
FB,Jamize Olawale,1,DAL,LAR,17,4500,0,0,0,
TE,Blake Bell,1,DAL,LAR,21,4000,2500,0,0,
WR,Noah Brown,1,DAL,LAR,12,4500,3000,0,0,
WR,Cedrick Wilson,1,DAL,LAR,12,4500,3000,0,0,
WR,Malik Turner,1,DAL,LAR,12,4500,3000,0,0,
TE,Sean McKeon,1,DAL,LAR,21,4000,2500,0,0,
RB,Rico Dowdle,1,DAL,LAR,17,4500,4000,0,0,
WR,Stephen Guidry,1,DAL,LAR,12,4500,3000,0,0,
TE,Johnny Mundt,1,LAR,DAL,26,4000,2500,0,0,
WR,Nsimba Webster,1,LAR,DAL,7,4500,3000,0,0,
TE,Brycen Hopkins,1,LAR,DAL,26,4000,2500,0,0,
WR,Trishton Jackson,1,LAR,DAL,7,4500,3000,0,0,
RB,Xavier Jones,1,LAR,DAL,12,4500,4000,0,0,
RB,Raymond Calais,1,LAR,DAL,12,4500,4000,0,0,
WR,Golden Tate,1,NYG,PIT,6,5600,5200,0,0,
TE,Eric Tomlinson,1,NYG,PIT,13,4000,2500,0,0,
RB,Elijhaa Penny,1,NYG,PIT,5,4500,4000,0,0,
WR,Damion Ratley,1,NYG,PIT,6,4500,3300,0,0,
WR,Da'Mari Scott,1,NYG,PIT,6,4500,0,0,0,
FB,Derek Watt,1,PIT,NYG,18,4500,4000,0,0,
WR,Ray-Ray McCloud III,1,PIT,NYG,28,0,3000,0,0,
TE,Zach Gentry,1,PIT,NYG,23,4000,2500,0,0,
RB,Anthony McFarland Jr.,1,PIT,NYG,18,4500,4000,0,0,
WR,Courtland Sutton,1,DEN,TEN,16,6900,6200,0,0,
WR,Diontae Spencer,1,DEN,TEN,16,4500,3000,0,0,
TE,Andrew Beck,1,DEN,TEN,27,4000,2500,0,0,
WR,K.J. Hamler,1,DEN,TEN,16,4700,3000,0,0,
TE,Albert Okwuegbunam,1,DEN,TEN,27,4000,2500,0,0,
RB,Senorise Perry,1,TEN,DEN,10,4500,4000,0,0,
TE,Geoff Swaim,1,TEN,DEN,14,4000,2500,0,0,
WR,Kalif Raymond,1,TEN,DEN,9,4600,3000,0,0,
RB,Jeremy McNichols,1,TEN,DEN,10,4500,4000,0,0,
WR,Cody Hollister,1,TEN,DEN,9,4500,3000,0,0,
WR,Nick Westbrook-Ikhine,1,TEN,DEN,9,4500,3000,0,0,
RB,Darrynton Evans,1,TEN,DEN,10,4600,4000,0,0,
WR,Alex Erickson,2,CIN,CLE,21,4500,3200,0,0,
WR,John Ross III,2,CIN,CLE,21,4800,4000,0,0,
RB,Samaje Perine,2,CIN,CLE,14,4500,4000,0,0,
TE,Cethan Carter,2,CIN,CLE,31,4000,2500,0,0,
WR,Auden Tate,2,CIN,CLE,21,4500,3400,0,0,
RB,Trayveon Williams,2,CIN,CLE,14,4500,4000,0,0,
WR,Rashard Higgins,2,CLE,CIN,6,4500,3900,0,0,
WR,JoJo Natson,2,CLE,CIN,6,4500,3000,0,0,
TE,Stephen Carlson,2,CLE,CIN,20,4000,2500,0,0,
RB,D'Ernest Johnson,2,CLE,CIN,18,4500,4000,0,0,
WR,Donovan Peoples-Jones,2,CLE,CIN,6,4500,3800,0,0,
TE,Luke Stocker,2,ATL,DAL,14,4000,2500,0,0,
WR,Christian Blake,2,ATL,DAL,19,4500,3000,0,0,
WR,Brandon Powell,2,ATL,DAL,19,4500,3000,0,0,
TE,Jaeden Graham,2,ATL,DAL,14,4000,2500,0,0,
RB,Qadree Ollison,2,ATL,DAL,26,4500,4000,0,0,
WR,Andre Roberts,2,BUF,MIA,2,4500,3000,0,0,
TE,Lee Smith,2,BUF,MIA,8,4000,2500,0,0,
RB,Taiwan Jones,2,BUF,MIA,19,4500,4000,0,0,
RB,T.J. Yeldon,2,BUF,MIA,19,4500,4000,0,0,
TE,Tyler Kroft,2,BUF,MIA,8,4000,2500,0,0,
WR,Seth Roberts,2,CAR,TB,6,4500,3000,0,0,
WR,Pharoh Cooper,2,CAR,TB,6,4500,3000,0,0,
TE,Colin Thompson,2,CAR,TB,20,0,2500,0,0,
WR,Brandon Zylstra,2,CAR,TB,6,4500,3000,0,0,
TE,Ian Thomas,2,CAR,TB,20,5000,3200,0,0,
RB,Trenton Cannon,2,CAR,TB,22,4500,4000,0,0,
WR,Ted Ginn Jr.,2,CHI,NYG,30,4800,3300,0,0,
TE,Demetrius Harris,2,CHI,NYG,5,4000,2500,0,0,
TE,J.P. Holtz,2,CHI,NYG,5,4000,2500,0,0,
WR,Anthony Miller,2,CHI,NYG,30,5700,5200,0,0,
WR,Riley Ridley,2,CHI,NYG,30,4500,3100,0,0,
FB,Jamize Olawale,2,DAL,ATL,25,4500,0,0,0,
WR,Cedrick Wilson,2,DAL,ATL,25,4500,3000,0,0,
WR,Malik Turner,2,DAL,ATL,25,4500,3000,0,0,
TE,Sean McKeon,2,DAL,ATL,23,4000,2500,0,0,
RB,Rico Dowdle,2,DAL,ATL,25,4500,4000,0,0,
WR,Stephen Guidry,2,DAL,ATL,25,4500,0,0,0,
TE,Nick Vannett,2,DEN,PIT,12,4000,2600,0,0,
TE,Jake Butt,2,DEN,PIT,12,4000,2500,0,0,
RB,Phillip Lindsay,2,DEN,PIT,3,5000,5100,0,0,
WR,Diontae Spencer,2,DEN,PIT,23,4500,3000,0,0,
TE,Andrew Beck,2,DEN,PIT,12,4000,2500,0,0,
WR,Tyrie Cleveland,2,DEN,PIT,23,4500,3000,0,0,
TE,Albert Okwuegbunam,2,DEN,PIT,12,4000,2500,0,0,
RB,Levante Bellamy,2,DEN,PIT,3,4500,0,0,0,
TE,Jesse James,2,DET,GB,12,4100,2700,0,0,
WR,Geronimo Allison,2,DET,GB,28,4500,0,0,0,
WR,Kenny Golladay,2,DET,GB,28,7500,6200,0,0,
RB,Ty Johnson,2,DET,GB,28,4500,4000,0,0,
TE,Hunter Bryant,2,DET,GB,12,4000,2500,0,0,
WR,Devin Funchess,2,GB,DET,29,4500,0,0,0,
TE,Jace Sternberger,2,GB,DET,21,4100,3200,0,0,
TE,John Lovett,2,GB,DET,21,0,4000,0,0,
WR,Malik Taylor,2,GB,DET,29,4500,3000,0,0,
TE,Josiah Deguara,2,GB,DET,21,4100,2900,0,0,
TE,Jack Doyle,2,IND,MIN,2,5300,3600,0,0,
WR,Daurice Fountain,2,IND,MIN,32,0,0,0,0,
TE,Noah Togiai,2,IND,MIN,2,4000,2500,0,0,
WR,Dezmon Patmon,2,IND,MIN,32,4500,3000,0,0,
TE,Farrod Green,2,IND,MIN,2,4000,0,0,0,
FB,Bruce Miller,2,JAX,TEN,15,0,4000,0,0,
WR,Dede Westbrook,2,JAX,TEN,4,4700,3900,0,0,
RB,Dare Ogunbowale,2,JAX,TEN,15,4600,4000,0,0,
RB,Ryquell Armstead,2,JAX,TEN,15,4600,0,0,0,
WR,Collin Johnson,2,JAX,TEN,4,4500,3000,0,0,
TE,Tyler Davis,2,JAX,TEN,29,0,2500,0,0,
TE,Ben Ellefson,2,JAX,TEN,29,4000,2500,0,0,
RB,Nathan Cottrell,2,JAX,TEN,15,0,4000,0,0,
TE,Gerald Everett,2,LAR,PHI,22,4300,2800,0,0,
TE,Johnny Mundt,2,LAR,PHI,22,4000,2500,0,0,
WR,Nsimba Webster,2,LAR,PHI,9,4500,3000,0,0,
TE,Brycen Hopkins,2,LAR,PHI,22,4000,2500,0,0,
WR,Trishton Jackson,2,LAR,PHI,9,4500,3000,0,0,
RB,Xavier Jones,2,LAR,PHI,17,4500,4000,0,0,
RB,Raymond Calais,2,LAR,PHI,17,4500,4000,0,0,
WR,Allen Hurns,2,MIA,BUF,17,4500,0,0,0,
WR,Albert Wilson,2,MIA,BUF,17,4500,0,0,0,
WR,Mack Hollins,2,MIA,BUF,17,4500,3000,0,0,
TE,Durham Smythe,2,MIA,BUF,3,4000,2500,0,0,
FB,Chandler Cox,2,MIA,BUF,13,4500,4000,0,0,
RB,Patrick Laird,2,MIA,BUF,13,4500,4000,0,0,
WR,Malcolm Perry,2,MIA,BUF,17,4500,4000,0,0,
TE,Kyle Rudolph,2,MIN,IND,1,5000,3500,0,0,
RB,Ameer Abdullah,2,MIN,IND,4,4500,4000,0,0,
WR,Tajaé Sharpe,2,MIN,IND,27,4500,3400,0,0,
TE,Tyler Conklin,2,MIN,IND,1,4000,2500,0,0,
RB,Mike Boone,2,MIN,IND,4,4500,4000,0,0,
WR,Chad Beebe,2,MIN,IND,27,4500,3700,0,0,
WR,K.J. Osborn,2,MIN,IND,27,4500,3000,0,0,
WR,Dan Chisena,2,MIN,IND,27,4500,3000,0,0,
TE,Levine Toilolo,2,NYG,CHI,26,4000,2800,0,0,
TE,Eric Tomlinson,2,NYG,CHI,26,4000,2500,0,0,
RB,Elijhaa Penny,2,NYG,CHI,18,4500,4000,0,0,
RB,Wayne Gallman,2,NYG,CHI,18,4500,4000,0,0,
WR,Damion Ratley,2,NYG,CHI,18,4500,3000,0,0,
WR,Da'Mari Scott,2,NYG,CHI,18,4500,0,0,0,
TE,Ryan Griffin,2,NYJ,SF,5,4100,2900,0,0,
WR,Jamison Crowder,2,NYJ,SF,14,6000,5400,0,0,
TE,Daniel Brown,2,NYJ,SF,5,4000,2500,0,0,
WR,Josh Doctson,2,NYJ,SF,14,4500,0,0,0,
RB,Josh Adams,2,NYJ,SF,20,4900,4400,0,0,
TE,Trevon Wesco,2,NYJ,SF,5,4000,2500,0,0,
WR,Alshon Jeffery,2,PHI,LAR,16,4800,5400,0,0,
WR,Marquise Goodwin,2,PHI,LAR,16,4500,0,0,0,
TE,Richard Rodgers,2,PHI,LAR,7,4000,2500,0,0,
RB,Corey Clement,2,PHI,LAR,26,4700,4600,0,0,
WR,J.J. Arcega-Whiteside,2,PHI,LAR,16,5000,3500,0,0,
WR,John Hightower,2,PHI,LAR,16,4500,3000,0,0,
RB,Jason Huntley,2,PHI,LAR,26,4500,4000,0,0,
FB,Derek Watt,2,PIT,DEN,9,4500,4000,0,0,
WR,Ray-Ray McCloud III,2,PIT,DEN,15,0,3000,0,0,
TE,Zach Gentry,2,PIT,DEN,30,4000,2500,0,0,
RB,Anthony McFarland Jr.,2,PIT,DEN,9,4500,4000,0,0,
WR,Mohamed Sanu Sr.,2,SF,NYJ,26,4500,0,0,0,
WR,Travis Benjamin,2,SF,NYJ,26,4500,0,0,0,
TE,George Kittle,2,SF,NYJ,9,7400,6700,0,0,
WR,Dante Pettis,2,SF,NYJ,26,4600,3000,0,0,
TE,Charlie Woerner,2,SF,NYJ,9,4000,2500,0,0,
TE,Rob Gronkowski,2,TB,CAR,14,5400,4100,0,0,
TE,Cameron Brate,2,TB,CAR,14,4200,2600,0,0,
WR,Jaydon Mickens,2,TB,CAR,13,0,3000,0,0,
WR,Chris Godwin,2,TB,CAR,13,7800,7000,0,0,
WR,Cyril Grayson,2,TB,CAR,13,0,3000,0,0,
TE,Tanner Hudson,2,TB,CAR,14,4000,0,0,0,
WR,Tyler Johnson,2,TB,CAR,13,4500,3500,0,0,
RB,Ke'Shawn Vaughn,2,TB,CAR,31,4500,4000,0,0,
TE,MyCole Pruitt,2,TEN,JAX,19,4000,2500,0,0,
TE,Geoff Swaim,2,TEN,JAX,19,4000,2500,0,0,
WR,Kalif Raymond,2,TEN,JAX,10,4600,3000,0,0,
WR,A.J. Brown,2,TEN,JAX,10,6600,6100,0,0,
RB,Khari Blasingame,2,TEN,JAX,29,4500,4000,0,0,
RB,Darrynton Evans,2,TEN,JAX,29,4500,4000,0,0,
TE,Maxx Williams,2,ARI,WAS,32,4100,2800,0,0,
RB,D.J. Foster,2,ARI,WAS,1,4500,4000,0,0,
TE,Darrell Daniels,2,ARI,WAS,32,4000,2800,0,0,
TE,Jordan Thomas,2,ARI,WAS,32,4000,0,0,0,
WR,Trent Sherfield,2,ARI,WAS,8,4500,3000,0,0,
WR,KeeSean Johnson,2,ARI,WAS,8,4500,0,0,0,
RB,Eno Benjamin,2,ARI,WAS,1,4500,4000,0,0,
TE,Jeremy Sprinkle,2,WAS,ARI,18,4000,3200,0,0,
WR,Cam Sims,2,WAS,ARI,1,4500,3000,0,0,
RB,Bryce Love,2,WAS,ARI,32,4500,4000,0,0,
WR,Isaiah Wright,2,WAS,ARI,1,4500,3000,0,0,
WR,De'Anthony Thomas,2,BAL,HOU,21,4500,0,0,0,
WR,Chris Moore,2,BAL,HOU,21,4500,3000,0,0,
RB,Justice Hill,2,BAL,HOU,20,4500,4000,0,0,
WR,James Proche II,2,BAL,HOU,21,4500,3000,0,0,
RB,Duke Johnson,2,HOU,BAL,7,4800,4000,0,0,
WR,DeAndre Carter,2,HOU,BAL,3,4500,3000,0,0,
WR,Will Fuller V,2,HOU,BAL,3,6100,6300,0,0,
RB,C.J. Prosise,2,HOU,BAL,7,4600,0,0,0,
TE,Pharaoh Brown,2,HOU,BAL,28,4000,0,0,0,
RB,Buddy Howell,2,HOU,BAL,7,4500,4000,0,0,
FB,Cullen Gillaspia,2,HOU,BAL,7,4500,4000,0,0,
FB,Anthony Sherman,2,KC,LAC,2,4500,4000,0,0,
RB,Damien Williams,2,KC,LAC,2,4500,0,0,0,
WR,Marcus Kemp,2,KC,LAC,5,4500,3000,0,0,
TE,Ricky Seals-Jones,2,KC,LAC,16,4000,2700,0,0,
WR,Byron Pringle,2,KC,LAC,5,4500,3000,0,0,
TE,Deon Yelder,2,KC,LAC,16,4000,2500,0,0,
TE,Nick Keizer,2,KC,LAC,16,4000,2500,0,0,
TE,Virgil Green,2,LAC,KC,27,4100,2500,0,0,
TE,Stephen Anderson,2,LAC,KC,27,4000,2500,0,0,
RB,Justin Jackson,2,LAC,KC,16,5000,4000,0,0,
TE,Donald Parham Jr.,2,LAC,KC,27,4000,2500,0,0,
WR,Jason Moore,2,LAC,KC,11,4500,3300,0,0,
WR,K.J. Hill Jr.,2,LAC,KC,11,4500,3000,0,0,
RB,Darius Bradwell,2,LAC,KC,16,6000,0,0,0,
FB,Gabe Nabers,2,LAC,KC,16,4500,4000,0,0,
WR,Matthew Slater,2,NE,SEA,31,4500,3000,0,0,
RB,Brandon Bolden,2,NE,SEA,11,4500,0,0,0,
RB,James White,2,NE,SEA,11,5200,5300,0,0,
WR,Marqise Lee,2,NE,SEA,31,4500,0,0,0,
TE,Matt LaCosse,2,NE,SEA,11,4000,0,0,0,
FB,Danny Vitale,2,NE,SEA,11,4500,0,0,0,
TE,Devin Asiasi,2,NE,SEA,11,4100,3100,0,0,
TE,Dalton Keene,2,NE,SEA,11,4000,2500,0,0,
TE,Greg Olsen,2,SEA,NE,10,5000,3900,0,0,
FB,Nick Bellore,2,SEA,NE,14,4500,4000,0,0,
TE,Luke Willson,2,SEA,NE,10,4100,2500,0,0,
WR,Phillip Dorsett II,2,SEA,NE,7,4500,3900,0,0,
TE,Jacob Hollister,2,SEA,NE,10,4000,2600,0,0,
WR,Penny Hart,2,SEA,NE,7,4500,3000,0,0,
RB,DeeJay Dallas,2,SEA,NE,14,4500,4000,0,0,
TE,Derek Carrier,2,LV,NO,25,4000,2500,0,0,
TE,Nick O'Leary,2,LV,NO,25,4000,2500,0,0,
WR,Rico Gafford,2,LV,NO,19,0,3000,0,0,
WR,Bennie Fowler,2,NO,LV,27,4500,3000,0,0,
FB,Michael Burton,2,NO,LV,26,4500,4000,0,0,
WR,Michael Thomas,2,NO,LV,27,8700,8000,0,0,
RB,Dwayne Washington,2,NO,LV,26,4500,0,0,0,
TE,Cole Wick,2,NO,LV,4,0,0,0,0,
TE,Jason Vander Laan,2,NO,LV,4,4000,0,0,0,
WR,Marquez Callaway,2,NO,LV,27,4500,3000,0,0,
FB,Bruce Miller,3,JAX,MIA,9,4500,4000,0,0,
RB,Dare Ogunbowale,3,JAX,MIA,9,4600,4000,0,0,
WR,DJ Chark Jr.,3,JAX,MIA,30,7100,6400,0,0,
RB,Ryquell Armstead,3,JAX,MIA,9,4600,0,0,0,
TE,Tyler Davis,3,JAX,MIA,11,0,2500,0,0,
RB,Nathan Cottrell,3,JAX,MIA,9,0,0,0,0,
WR,Allen Hurns,3,MIA,JAX,10,4500,0,0,0,
WR,Albert Wilson,3,MIA,JAX,10,4500,0,0,0,
TE,Adam Shaheen,3,MIA,JAX,30,4300,2800,0,0,
WR,Mack Hollins,3,MIA,JAX,10,4600,3000,0,0,
FB,Chandler Cox,3,MIA,JAX,18,4500,4000,0,0,
RB,Patrick Laird,3,MIA,JAX,18,4700,4000,0,0,
WR,Lynn Bowden Jr.,3,MIA,JAX,10,4500,3000,0,0,
WR,Malcolm Perry,3,MIA,JAX,10,4500,4000,0,0,
WR,Julio Jones,3,ATL,CHI,5,7800,7400,0,0,
RB,Ito Smith,3,ATL,CHI,12,4500,4000,0,0,
WR,Christian Blake,3,ATL,CHI,5,4500,3000,0,0,
TE,Jaeden Graham,3,ATL,CHI,19,4000,2500,0,0,
RB,Qadree Ollison,3,ATL,CHI,12,4500,4000,0,0,
WR,Andre Roberts,3,BUF,LAR,3,4500,3000,0,0,
RB,Taiwan Jones,3,BUF,LAR,23,4500,4000,0,0,
WR,John Brown,3,BUF,LAR,3,6400,5700,0,0,
TE,Dawson Knox,3,BUF,LAR,10,4600,3400,0,0,
RB,Zack Moss,3,BUF,LAR,23,5200,4500,0,0,
TE,Reggie Gilliam,3,BUF,LAR,10,4500,3400,0,0,
TE,J.P. Holtz,3,CHI,ATL,25,4000,2500,0,0,
WR,Javon Wims,3,CHI,ATL,30,4600,3200,0,0,
RB,Ryan Nall,3,CHI,ATL,20,4500,4000,0,0,
WR,Riley Ridley,3,CHI,ATL,30,4500,3100,0,0,
TE,Cole Kmet,3,CHI,ATL,25,4100,2800,0,0,
WR,Alex Erickson,3,CIN,PHI,9,4500,3000,0,0,
WR,John Ross III,3,CIN,PHI,9,4800,3500,0,0,
RB,Samaje Perine,3,CIN,PHI,18,4500,4000,0,0,
TE,Mason Schreck,3,CIN,PHI,32,4000,2500,0,0,
RB,Trayveon Williams,3,CIN,PHI,18,4500,4000,0,0,
WR,Rashard Higgins,3,CLE,WAS,20,4500,3000,0,0,
WR,KhaDarel Hodge,3,CLE,WAS,20,4500,3800,0,0,
TE,Stephen Carlson,3,CLE,WAS,26,4000,2500,0,0,
RB,D'Ernest Johnson,3,CLE,WAS,3,4500,4000,0,0,
WR,Donovan Peoples-Jones,3,CLE,WAS,20,4500,3000,0,0,
TE,Darren Fells,3,HOU,PIT,17,4700,3300,0,0,
RB,Duke Johnson,3,HOU,PIT,4,4800,4000,0,0,
WR,DeAndre Carter,3,HOU,PIT,22,4500,3000,0,0,
TE,Pharaoh Brown,3,HOU,PIT,17,4000,2500,0,0,
WR,Keke Coutee,3,HOU,PIT,22,4700,3300,0,0,
RB,Buddy Howell,3,HOU,PIT,4,4500,4000,0,0,
TE,Johnny Mundt,3,LAR,BUF,24,4000,2500,0,0,
WR,Nsimba Webster,3,LAR,BUF,17,4500,3000,0,0,
TE,Brycen Hopkins,3,LAR,BUF,24,4000,2500,0,0,
RB,Cam Akers,3,LAR,BUF,10,5500,4200,0,0,
WR,Trishton Jackson,3,LAR,BUF,17,4500,3000,0,0,
WR,Van Jefferson,3,LAR,BUF,17,4700,3100,0,0,
RB,Xavier Jones,3,LAR,BUF,10,4500,4000,0,0,
RB,Raymond Calais,3,LAR,BUF,10,4500,4000,0,0,
TE,Jason Witten,3,LV,NE,3,4300,2700,0,0,
TE,Derek Carrier,3,LV,NE,3,4000,2500,0,0,
TE,Nick O'Leary,3,LV,NE,3,4000,2500,0,0,
WR,Rico Gafford,3,LV,NE,29,0,3000,0,0,
WR,Henry Ruggs III,3,LV,NE,29,5400,5000,0,0,
RB,Ameer Abdullah,3,MIN,TEN,19,4500,4000,0,0,
WR,Tajaé Sharpe,3,MIN,TEN,18,4500,3000,0,0,
TE,Tyler Conklin,3,MIN,TEN,29,4000,2500,0,0,
RB,Mike Boone,3,MIN,TEN,19,4500,4000,0,0,
WR,Bisi Johnson,3,MIN,TEN,18,4700,3600,0,0,
TE,Irv Smith Jr.,3,MIN,TEN,29,4600,2800,0,0,
WR,K.J. Osborn,3,MIN,TEN,18,4500,3000,0,0,
WR,Dan Chisena,3,MIN,TEN,18,4500,3000,0,0,
WR,Matthew Slater,3,NE,LV,19,4500,3000,0,0,
RB,Brandon Bolden,3,NE,LV,29,4500,0,0,0,
RB,James White,3,NE,LV,29,5300,5300,0,0,
WR,Marqise Lee,3,NE,LV,19,4500,0,0,0,
TE,Matt LaCosse,3,NE,LV,14,4000,0,0,0,
FB,Danny Vitale,3,NE,LV,29,4500,0,0,0,
TE,Ryan Izzo,3,NE,LV,14,4100,3000,0,0,
WR,Jakobi Meyers,3,NE,LV,19,4500,3000,0,0,
TE,Devin Asiasi,3,NE,LV,14,4000,3000,0,0,
TE,Dalton Keene,3,NE,LV,14,4000,2500,0,0,
TE,Levine Toilolo,3,NYG,SF,2,4000,2500,0,0,
TE,Eric Tomlinson,3,NYG,SF,2,4000,2500,0,0,
WR,Johnny Holton,3,NYG,SF,16,4500,0,0,0,
RB,Elijhaa Penny,3,NYG,SF,9,4600,4000,0,0,
WR,Da'Mari Scott,3,NYG,SF,16,4500,0,0,0,
WR,Alshon Jeffery,3,PHI,CIN,4,4600,5600,0,0,
WR,Marquise Goodwin,3,PHI,CIN,4,4500,0,0,0,
WR,J.J. Arcega-Whiteside,3,PHI,CIN,4,4700,3000,0,0,
WR,Jalen Reagor,3,PHI,CIN,4,5100,4200,0,0,
RB,Jason Huntley,3,PHI,CIN,31,4500,4000,0,0,
FB,Derek Watt,3,PIT,HOU,28,4500,4000,0,0,
WR,Ray-Ray McCloud III,3,PIT,HOU,13,0,3000,0,0,
TE,Zach Gentry,3,PIT,HOU,15,4000,2500,0,0,
WR,Travis Benjamin,3,SF,NYG,24,4500,0,0,0,
RB,Raheem Mostert,3,SF,NYG,11,6800,6500,0,0,
TE,George Kittle,3,SF,NYG,4,7500,6300,0,0,
WR,Dante Pettis,3,SF,NYG,24,4600,3100,0,0,
TE,Charlie Woerner,3,SF,NYG,4,4000,2500,0,0,
TE,Geoff Swaim,3,TEN,MIN,13,4000,2500,0,0,
TE,Anthony Firkser,3,TEN,MIN,13,4100,2500,0,0,
WR,Cameron Batson,3,TEN,MIN,31,4500,3000,0,0,
WR,A.J. Brown,3,TEN,MIN,31,6500,6000,0,0,
RB,Khari Blasingame,3,TEN,MIN,22,4500,4000,0,0,
WR,Nick Westbrook-Ikhine,3,TEN,MIN,31,4500,3000,0,0,
TE,Jeremy Sprinkle,3,WAS,CLE,31,4000,3100,0,0,
TE,Marcus Baugh,3,WAS,CLE,31,4000,2500,0,0,
WR,Cam Sims,3,WAS,CLE,26,4500,3000,0,0,
RB,Bryce Love,3,WAS,CLE,7,4500,4000,0,0,
WR,Steven Sims Jr.,3,WAS,CLE,26,4900,4000,0,0,
TE,Chris Manhertz,3,CAR,LAC,22,4000,2500,0,0,
WR,Pharoh Cooper,3,CAR,LAC,8,4500,3000,0,0,
FB,Alex Armah,3,CAR,LAC,1,4700,4000,0,0,
TE,Colin Thompson,3,CAR,LAC,22,0,2500,0,0,
WR,Brandon Zylstra,3,CAR,LAC,8,4500,3000,0,0,
RB,Trenton Cannon,3,CAR,LAC,1,4600,4000,0,0,
TE,Jack Doyle,3,IND,NYJ,20,5200,3900,0,0,
WR,Ashton Dulin,3,IND,NYJ,13,4500,3000,0,0,
TE,Noah Togiai,3,IND,NYJ,20,4000,2500,0,0,
WR,Dezmon Patmon,3,IND,NYJ,13,4500,3000,0,0,
TE,Virgil Green,3,LAC,CAR,6,4000,2500,0,0,
TE,Stephen Anderson,3,LAC,CAR,6,4000,2500,0,0,
RB,Justin Jackson,3,LAC,CAR,32,4900,4000,0,0,
TE,Donald Parham Jr.,3,LAC,CAR,6,4000,2500,0,0,
WR,Jason Moore,3,LAC,CAR,11,4500,3500,0,0,
WR,Joe Reed,3,LAC,CAR,11,4500,3000,0,0,
RB,Darius Bradwell,3,LAC,CAR,32,6000,4000,0,0,
FB,Gabe Nabers,3,LAC,CAR,32,4500,4000,0,0,
WR,Chris Hogan,3,NYJ,IND,15,5000,3700,0,0,
TE,Ryan Griffin,3,NYJ,IND,1,4100,2500,0,0,
WR,Breshad Perriman,3,NYJ,IND,15,5200,3900,0,0,
WR,Jamison Crowder,3,NYJ,IND,15,6000,5300,0,0,
TE,Daniel Brown,3,NYJ,IND,1,4000,2500,0,0,
WR,Josh Doctson,3,NYJ,IND,15,4500,0,0,0,
WR,Josh Malone,3,NYJ,IND,15,4500,3000,0,0,
TE,Trevon Wesco,3,NYJ,IND,1,4000,2500,0,0,
WR,Christian Kirk,3,ARI,DET,21,5600,4500,0,0,
TE,Jordan Thomas,3,ARI,DET,16,4000,2500,0,0,
WR,Trent Sherfield,3,ARI,DET,21,4500,3000,0,0,
RB,Eno Benjamin,3,ARI,DET,30,4500,4000,0,0,
RB,Jonathan Ward,3,ARI,DET,30,4500,0,0,0,
FB,Jamize Olawale,3,DAL,SEA,6,4500,0,0,0,
TE,Blake Bell,3,DAL,SEA,5,4000,3200,0,0,
WR,Malik Turner,3,DAL,SEA,32,4500,3000,0,0,
TE,Sean McKeon,3,DAL,SEA,5,4000,2500,0,0,
RB,Rico Dowdle,3,DAL,SEA,6,4500,4000,0,0,
WR,Stephen Guidry,3,DAL,SEA,32,4500,0,0,0,
TE,Nick Vannett,3,DEN,TB,7,4000,2500,0,0,
WR,DaeSean Hamilton,3,DEN,TB,7,4600,3200,0,0,
RB,Phillip Lindsay,3,DEN,TB,26,4800,4900,0,0,
TE,Andrew Beck,3,DEN,TB,7,4000,2500,0,0,
WR,Tyrie Cleveland,3,DEN,TB,7,4500,3000,0,0,
TE,Albert Okwuegbunam,3,DEN,TB,7,4000,2500,0,0,
RB,Levante Bellamy,3,DEN,TB,26,4500,4000,0,0,
WR,Geronimo Allison,3,DET,ARI,2,4500,0,0,0,
WR,Marvin Hall,3,DET,ARI,2,4800,4100,0,0,
RB,Ty Johnson,3,DET,ARI,27,4500,4000,0,0,
TE,Hunter Bryant,3,DET,ARI,8,4000,2500,0,0,
WR,Quintez Cephus,3,DET,ARI,2,4900,4000,0,0,
FB,Nick Bellore,3,SEA,DAL,14,4500,4000,0,0,
TE,Luke Willson,3,SEA,DAL,18,4000,2500,0,0,
WR,Penny Hart,3,SEA,DAL,28,4500,3000,0,0,
RB,DeeJay Dallas,3,SEA,DAL,14,4500,4000,0,0,
RB,Kenjon Barner,3,TB,DEN,8,4500,0,0,0,
TE,Cameron Brate,3,TB,DEN,23,4000,2500,0,0,
WR,Jaydon Mickens,3,TB,DEN,25,0,3000,0,0,
WR,Justin Watson,3,TB,DEN,25,4700,3500,0,0,
TE,Tanner Hudson,3,TB,DEN,23,4000,2500,0,0,
WR,Tyler Johnson,3,TB,DEN,25,4500,3300,0,0,
RB,Ke'Shawn Vaughn,3,TB,DEN,8,4500,4000,0,0,
WR,Davante Adams,3,GB,NO,11,8600,7800,0,0,
WR,Devin Funchess,3,GB,NO,11,4500,0,0,0,
TE,John Lovett,3,GB,NO,30,0,4000,0,0,
WR,Malik Taylor,3,GB,NO,11,4500,3000,0,0,
WR,Darrius Shepherd,3,GB,NO,11,4500,0,0,0,
TE,Josiah Deguara,3,GB,NO,30,4000,2500,0,0,
